id,business_name,business_type,owner_name,address,city,state,zip,county,phone,email,website,priority,source,scraped_at,enrichment_status,discovered_at,status
TX_HOU_57102,Thai by William,thai,William (Owner),4877 Cedar St,Houston,TX,77071,Harris,(832) 250-2618,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228892+00:00,pending,2026-03-29T01:12:01.228903+00:00,new
TX_HOU_41637,Carlos's Restaurant,restaurant,Carlos (Owner),4054 2nd St,Houston,TX,77093,Harris,(713) 473-1945,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228922+00:00,pending,2026-03-29T01:12:01.228924+00:00,new
TX_HOU_97307,Vietnamese House,vietnamese,Sofia (Owner),7129 Texas Ave,Houston,TX,77095,Harris,(281) 396-5591,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228937+00:00,pending,2026-03-29T01:12:01.228940+00:00,new
TX_HOU_14088,Pedro's Place,mexican,Pedro (Owner),3818 Main St,Houston,TX,77099,Harris,(713) 932-1172,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228951+00:00,pending,2026-03-29T01:12:01.228954+00:00,new
TX_HOU_37180,The Francisco Mexican,mexican,Francisco (Owner),4441 Broadway,Houston,TX,77003,Harris,(713) 522-8987,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228964+00:00,pending,2026-03-29T01:12:01.228966+00:00,new
TX_HOU_47015,Sarah & Family Pizza,pizza,Sarah (Owner),1519 Dallas St,Houston,TX,77021,Harris,(346) 553-8457,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228985+00:00,pending,2026-03-29T01:12:01.228987+00:00,new
TX_HOU_73364,Deli by Tony,deli,Tony (Owner),4320 Commerce St,Houston,TX,77081,Harris,(346) 889-7086,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.228997+00:00,pending,2026-03-29T01:12:01.228999+00:00,new
TX_HOU_72444,Bakery House,bakery,Robert (Owner),2343 Broadway,Houston,TX,77053,Harris,(713) 458-3576,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229008+00:00,pending,2026-03-29T01:12:01.229010+00:00,new
TX_HOU_37860,Francisco's Chinese,chinese,Francisco (Owner),8837 Commerce St,Houston,TX,77017,Harris,(713) 631-1550,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229024+00:00,pending,2026-03-29T01:12:01.229026+00:00,new
TX_HOU_63109,Emma Deli,deli,Emma (Owner),5541 Houston St,Houston,TX,77093,Harris,(346) 379-7579,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229042+00:00,pending,2026-03-29T01:12:01.229044+00:00,new
TX_HOU_14514,The Sarah Bakery,bakery,Sarah (Owner),8472 Washington St,Houston,TX,77012,Harris,(713) 556-8357,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229053+00:00,pending,2026-03-29T01:12:01.229055+00:00,new
TX_HOU_46837,Antonio Food Truck,food truck,Antonio (Owner),1412 Main St,Houston,TX,77027,Harris,(832) 370-1551,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229084+00:00,pending,2026-03-29T01:12:01.229086+00:00,new
TX_HOU_59728,William Cafe,cafe,William (Owner),2546 Main St,Houston,TX,77019,Harris,(832) 714-9863,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229095+00:00,pending,2026-03-29T01:12:01.229097+00:00,new
TX_HOU_25148,Sarah Pizza,pizza,Sarah (Owner),9859 Jefferson Blvd,Houston,TX,77091,Harris,(713) 601-5309,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229106+00:00,pending,2026-03-29T01:12:01.229107+00:00,new
TX_HOU_18943,Tony & Family Vietnamese,vietnamese,Tony (Owner),4834 Houston St,Houston,TX,77082,Harris,(346) 643-8440,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229117+00:00,pending,2026-03-29T01:12:01.229118+00:00,new
TX_HOU_99322,Luis & Family Bakery,bakery,Luis (Owner),6284 Cedar St,Houston,TX,77036,Harris,(346) 748-8993,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229128+00:00,pending,2026-03-29T01:12:01.229129+00:00,new
TX_HOU_93414,The Carlos Burger,burger,Carlos (Owner),7388 Texas Ave,Houston,TX,77084,Harris,(346) 741-3621,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229139+00:00,pending,2026-03-29T01:12:01.229140+00:00,new
TX_HOU_20542,Sandwich House,sandwich,Robert (Owner),3576 2nd St,Houston,TX,77066,Harris,(713) 390-5943,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229153+00:00,pending,2026-03-29T01:12:01.229155+00:00,new
TX_HOU_44402,Breakfast by Sarah,breakfast,Sarah (Owner),6679 Dallas St,Houston,TX,77014,Harris,(713) 860-8012,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229164+00:00,pending,2026-03-29T01:12:01.229166+00:00,new
TX_HOU_43006,The Rosa Deli,deli,Rosa (Owner),1391 Elm St,Houston,TX,77058,Harris,(281) 207-3782,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229178+00:00,pending,2026-03-29T01:12:01.229180+00:00,new
TX_HOU_22413,Hector Bbq,bbq,Hector (Owner),8191 Main St,Houston,TX,77076,Harris,(346) 996-7699,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229189+00:00,pending,2026-03-29T01:12:01.229191+00:00,new
TX_HOU_58350,The Luis Taqueria,taqueria,Luis (Owner),9737 Elm St,Houston,TX,77005,Harris,(713) 265-8762,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229201+00:00,pending,2026-03-29T01:12:01.229203+00:00,new
TX_HOU_27874,The Guadalupe Diner,diner,Guadalupe (Owner),4733 3rd St,Houston,TX,77067,Harris,(281) 534-3044,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229211+00:00,pending,2026-03-29T01:12:01.229213+00:00,new
TX_HOU_82172,William's Sushi,sushi,William (Owner),7356 3rd St,Houston,TX,77070,Harris,(281) 745-3431,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229222+00:00,pending,2026-03-29T01:12:01.229224+00:00,new
TX_HOU_54002,Bbq by Lisa,bbq,Lisa (Owner),1467 Dallas St,Houston,TX,77065,Harris,(713) 393-1580,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229233+00:00,pending,2026-03-29T01:12:01.229235+00:00,new
TX_HOU_25340,Carlos's Sandwich,sandwich,Carlos (Owner),6018 Commerce St,Houston,TX,77028,Harris,(281) 383-9643,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229244+00:00,pending,2026-03-29T01:12:01.229246+00:00,new
TX_HOU_51335,Lisa's Italian,italian,Lisa (Owner),599 Market St,Houston,TX,77079,Harris,(832) 595-9954,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229259+00:00,pending,2026-03-29T01:12:01.229260+00:00,new
TX_HOU_78205,Vietnamese by Jose,vietnamese,Jose (Owner),6558 3rd St,Houston,TX,77061,Harris,(713) 797-9012,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229269+00:00,pending,2026-03-29T01:12:01.229271+00:00,new
TX_HOU_59609,Juan Chinese,chinese,Juan (Owner),2712 1st St,Houston,TX,77032,Harris,(832) 793-8711,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229280+00:00,pending,2026-03-29T01:12:01.229282+00:00,new
TX_HOU_30108,Sofia & Family Sandwich,sandwich,Sofia (Owner),3499 Texas Ave,Houston,TX,77037,Harris,(713) 560-8343,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229293+00:00,pending,2026-03-29T01:12:01.229295+00:00,new
TX_HOU_34451,Michael Chinese,chinese,Michael (Owner),3634 3rd St,Houston,TX,77065,Harris,(281) 923-1239,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229308+00:00,pending,2026-03-29T01:12:01.229310+00:00,new
TX_HOU_28341,Tony's Bakery,bakery,Tony (Owner),8933 Houston St,Houston,TX,77061,Harris,(281) 420-4687,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229319+00:00,pending,2026-03-29T01:12:01.229321+00:00,new
TX_HOU_61958,Carmen's Mexican,mexican,Carmen (Owner),1439 Houston St,Houston,TX,77079,Harris,(713) 926-7338,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229329+00:00,pending,2026-03-29T01:12:01.229331+00:00,new
TX_HOU_24047,Lisa's Place,steakhouse,Lisa (Owner),6849 Cedar St,Houston,TX,77062,Harris,(713) 463-3561,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229340+00:00,pending,2026-03-29T01:12:01.229341+00:00,new
TX_HOU_37437,Emma's Taqueria,taqueria,Emma (Owner),4594 Market St,Houston,TX,77006,Harris,(346) 970-7422,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229358+00:00,pending,2026-03-29T01:12:01.229360+00:00,new
TX_HOU_27046,Sandwich House,sandwich,Juan (Owner),1912 Maple Ave,Houston,TX,77089,Harris,(713) 555-6395,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229372+00:00,pending,2026-03-29T01:12:01.229374+00:00,new
TX_HOU_78495,Isabella's Place,bakery,Isabella (Owner),7394 Washington St,Houston,TX,77059,Harris,(346) 276-3095,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229384+00:00,pending,2026-03-29T01:12:01.229385+00:00,new
TX_HOU_29782,The Carmen Seafood,seafood,Carmen (Owner),7197 3rd St,Houston,TX,77035,Harris,(346) 540-5579,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229395+00:00,pending,2026-03-29T01:12:01.229397+00:00,new
TX_HOU_26580,Carmen & Family Deli,deli,Carmen (Owner),5334 1st St,Houston,TX,77003,Harris,(346) 669-1348,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229406+00:00,pending,2026-03-29T01:12:01.229407+00:00,new
TX_HOU_45273,Thai by Luis,thai,Luis (Owner),6160 Market St,Houston,TX,77096,Harris,(281) 895-7869,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229419+00:00,pending,2026-03-29T01:12:01.229421+00:00,new
TX_HOU_86396,Rosa's Restaurant,restaurant,Rosa (Owner),9427 Main St,Houston,TX,77042,Harris,(832) 672-2383,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229430+00:00,pending,2026-03-29T01:12:01.229432+00:00,new
TX_HOU_65802,Sushi House,sushi,Isabella (Owner),6415 Texas Ave,Houston,TX,77088,Harris,(281) 690-9708,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229441+00:00,pending,2026-03-29T01:12:01.229443+00:00,new
TX_HOU_63886,Pedro's Place,diner,Pedro (Owner),3826 Dallas St,Houston,TX,77092,Harris,(281) 837-9852,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229452+00:00,pending,2026-03-29T01:12:01.229454+00:00,new
TX_HOU_49584,Mike & Family Burger,burger,Mike (Owner),5938 1st St,Houston,TX,77004,Harris,(713) 646-5616,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229463+00:00,pending,2026-03-29T01:12:01.229465+00:00,new
TX_HOU_49864,The Jennifer Sandwich,sandwich,Jennifer (Owner),3807 Washington St,Houston,TX,77009,Harris,(281) 947-8082,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229477+00:00,pending,2026-03-29T01:12:01.229479+00:00,new
TX_HOU_26435,Patricia Taqueria,taqueria,Patricia (Owner),7243 Market St,Houston,TX,77044,Harris,(281) 951-5804,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229488+00:00,pending,2026-03-29T01:12:01.229490+00:00,new
TX_HOU_22274,The Mike Food Truck,food truck,Mike (Owner),4826 Texas Ave,Houston,TX,77056,Harris,(281) 591-1270,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229499+00:00,pending,2026-03-29T01:12:01.229500+00:00,new
TX_HOU_68582,Robert's Place,deli,Robert (Owner),3182 Washington St,Houston,TX,77037,Harris,(346) 473-9393,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229509+00:00,pending,2026-03-29T01:12:01.229511+00:00,new
TX_HOU_11501,Elena's Pizza,pizza,Elena (Owner),5137 Dallas St,Houston,TX,77040,Harris,(281) 403-8262,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229520+00:00,pending,2026-03-29T01:12:01.229522+00:00,new
TX_HOU_17916,The Patricia Mexican,mexican,Patricia (Owner),9353 Oak St,Houston,TX,77087,Harris,(346) 207-8015,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229535+00:00,pending,2026-03-29T01:12:01.229536+00:00,new
TX_HOU_62257,Cafe House,cafe,Mike (Owner),7252 Cedar St,Houston,TX,77062,Harris,(832) 390-9038,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229545+00:00,pending,2026-03-29T01:12:01.229547+00:00,new
TX_HOU_33465,The Antonio Pizza,pizza,Antonio (Owner),6340 Market St,Houston,TX,77090,Harris,(713) 400-4382,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229556+00:00,pending,2026-03-29T01:12:01.229558+00:00,new
TX_HOU_67012,Michael & Family Burger,burger,Michael (Owner),4916 Cedar St,Houston,TX,77019,Harris,(346) 841-1315,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229567+00:00,pending,2026-03-29T01:12:01.229569+00:00,new
TX_HOU_14027,Cafe House,cafe,Sarah (Owner),8984 Broadway,Houston,TX,77042,Harris,(346) 456-2423,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229578+00:00,pending,2026-03-29T01:12:01.229580+00:00,new
TX_HOU_59765,Michael & Family Deli,deli,Michael (Owner),1590 Jefferson Blvd,Houston,TX,77035,Harris,(832) 589-8453,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229592+00:00,pending,2026-03-29T01:12:01.229594+00:00,new
TX_HOU_86987,John's Place,cafe,John (Owner),9995 2nd St,Houston,TX,77013,Harris,(832) 754-3583,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229603+00:00,pending,2026-03-29T01:12:01.229608+00:00,new
TX_HOU_35123,Robert's Place,diner,Robert (Owner),8048 Oak St,Houston,TX,77077,Harris,(281) 397-1845,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229617+00:00,pending,2026-03-29T01:12:01.229619+00:00,new
TX_HOU_25884,Rosa & Family Vietnamese,vietnamese,Rosa (Owner),6948 1st St,Houston,TX,77067,Harris,(713) 357-7292,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229629+00:00,pending,2026-03-29T01:12:01.229631+00:00,new
TX_HOU_69208,Restaurant House,restaurant,Sarah (Owner),4043 Houston St,Houston,TX,77017,Harris,(713) 791-8003,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229640+00:00,pending,2026-03-29T01:12:01.229641+00:00,new
TX_HOU_58028,Pedro's Diner,diner,Pedro (Owner),6264 Oak St,Houston,TX,77092,Harris,(832) 200-4467,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229654+00:00,pending,2026-03-29T01:12:01.229655+00:00,new
TX_HOU_83489,Linda & Family Diner,diner,Linda (Owner),5464 Cedar St,Houston,TX,77011,Harris,(832) 560-9058,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229665+00:00,pending,2026-03-29T01:12:01.229666+00:00,new
TX_HOU_85432,William Italian,italian,William (Owner),3947 Pine St,Houston,TX,77049,Harris,(346) 341-2611,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229676+00:00,pending,2026-03-29T01:12:01.229678+00:00,new
TX_HOU_81208,Jennifer Bbq,bbq,Jennifer (Owner),6610 Texas Ave,Houston,TX,77092,Harris,(832) 663-2149,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229688+00:00,pending,2026-03-29T01:12:01.229690+00:00,new
TX_HOU_63534,Michael's Vietnamese,vietnamese,Michael (Owner),7219 Dallas St,Houston,TX,77051,Harris,(281) 637-2077,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229702+00:00,pending,2026-03-29T01:12:01.229704+00:00,new
TX_HOU_99271,Juan's Burger,burger,Juan (Owner),2634 2nd St,Houston,TX,77059,Harris,(346) 265-4400,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229728+00:00,pending,2026-03-29T01:12:01.229730+00:00,new
TX_HOU_99768,Luis's Sandwich,sandwich,Luis (Owner),6889 Washington St,Houston,TX,77030,Harris,(281) 504-9627,,,A,TX_Scraper_Houston,2026-03-29T01:12:01.229739+00:00,pending,2026-03-29T01:12:01.229741+00:00,new
