license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
48-688789,48,On-Sale General - Bar/Tavern,ACTIVE,OldBar 79,Maria Taylor,5331 Wilshire Dr #809,Livermore,CA,92579,Alameda,(510) 235-3009,2023-02-06,2024-02-06
48-632290,48,On-Sale General - Bar/Tavern,ACTIVE,Tap Room,Robert Williams,5155 7th Dr #466,Madera,CA,94106,Fresno,(559) 425-7670,2018-07-28,2019-07-28
48-207517,48,On-Sale General - Bar/Tavern,ACTIVE,TheNightclub Company 2,Steven Wilson,3461 1st Ct #834,Santa Monica,CA,93783,Los Angeles,(626) 466-1437,2011-01-05,2012-01-05
48-582863,48,On-Sale General - Bar/Tavern,ACTIVE,NewTap Room Huntington Beach 58,James Williams,4869 Main Blvd,Huntington Beach,CA,96114,Orange,(949) 232-8896,2003-12-05,2004-12-05
48-900489,48,On-Sale General - Bar/Tavern,ACTIVE,Tavern Group,James Garcia,6477 Oak Dr,Citrus Heights,CA,95145,Sacramento,(279) 934-5247,2021-11-12,2022-11-12
48-305893,48,On-Sale General - Bar/Tavern,ACTIVE,Brewery Company,Maria Hernandez,1175 Hollywood Ave #388,Victorville,CA,94822,San Bernardino,(760) 839-8095,2022-12-11,2023-12-11
48-591505,48,On-Sale General - Bar/Tavern,ACTIVE,Club Inc,Jennifer Thomas,6366 Franklin St,Los Angeles,CA,92505,Los Angeles,(661) 243-6193,2002-03-12,2003-03-12
48-724812,48,On-Sale General - Bar/Tavern,ACTIVE,Saloon 63,Anthony Miller,6490 Jefferson Ct,Victorville,CA,95573,San Bernardino,(760) 788-5091,2024-09-23,2025-09-23
48-298046,48,On-Sale General - Bar/Tavern,ACTIVE,Tavern San Bernardino Group,Paul Smith,6256 Front Blvd,Victorville,CA,92438,San Bernardino,(760) 206-2600,2013-03-22,2014-03-22
48-174456,48,On-Sale General - Bar/Tavern,ACTIVE,Tavern Scotts Valley,Mark Jackson,7432 Mission Way,Scotts Valley,CA,93770,Santa Cruz,(831) 652-9630,2024-05-28,2025-05-28
48-682750,48,On-Sale General - Bar/Tavern,ACTIVE,Dive Bar LLC,Mark Lopez,3969 Franklin Rd,Walnut Creek,CA,93342,Contra Costa,(925) 253-3248,2013-01-04,2014-01-04
48-948631,48,On-Sale General - Bar/Tavern,ACTIVE,Saloon Inc,Daniel Martin,8557 Lincoln St #100,San Francisco,CA,95912,San Francisco,(628) 267-1431,2024-04-28,2025-04-28
48-949854,48,On-Sale General - Bar/Tavern,ACTIVE,Lounge Pasadena,Mark Jackson,444 Broadway Way,Pasadena,CA,92464,Los Angeles,(626) 845-9114,2000-12-13,2001-12-13
