license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-939029,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Imperial Market Inc,Maria Williams,2143 Main Blvd,Imperial,CA,92696,Imperial,(831) 813-1468,2016-08-28,2025-10-03
75-563985,75,Event Permit Holder,ACTIVE,Imperial Tavern,Matthew Lopez,3907 Center Way,Imperial,CA,95918,Imperial,(442) 479-9629,2021-04-23,2026-02-22
41-729562,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Imperial Bar,Robert Martin,8019 Broad Dr,Imperial,CA,91621,Imperial,(760) 961-2069,2014-06-13,2025-08-06
48-522725,48,On-Sale General - Bar/Tavern,ACTIVE,Imperial Market Inc,Christopher Davis,178 Center Blvd,Imperial,CA,93606,Imperial,(442) 688-2346,2011-07-27,2025-12-24
21-121618,21,Off-Sale General,ACTIVE,Imperial Bar Inc,Mark Jones,4319 Broad Ln,Imperial,CA,96081,Imperial,(831) 460-2018,2022-08-16,2026-07-11
21-156116,21,Off-Sale General,ACTIVE,The Imperial Market,Paul Johnson,3156 Broad Ave,Imperial,CA,95492,Imperial,(831) 785-8006,2011-12-02,2025-09-25
75-866402,75,Event Permit Holder,ACTIVE,Imperial Bar,Matthew Hernandez,9574 Main Ct,Imperial,CA,95225,Imperial,(707) 733-3670,2012-10-10,2024-05-03
58-921399,58,Caterer's Beer & Wine,ACTIVE,The Imperial Tavern,Matthew Johnson,8603 Broad Ln,Imperial,CA,91691,Imperial,(831) 858-4434,2024-12-01,2025-10-07
20-135254,20,Off-Sale Beer & Wine,ACTIVE,Imperial Bar Inc,James Taylor,7034 Center Blvd,Imperial,CA,91814,Imperial,(831) 986-8311,2012-07-24,2026-01-18
20-538077,20,Off-Sale Beer & Wine,ACTIVE,Imperial Tavern,Maria Lopez,6886 Main Dr,Imperial,CA,95117,Imperial,(209) 718-8977,2023-07-03,2026-02-01
47-662418,47,On-Sale General - Restaurant,ACTIVE,Imperial Bar LLC,Maria Johnson,5761 Center Ln,Imperial,CA,94362,Imperial,(707) 406-4958,2012-06-02,2026-06-03
47-982320,47,On-Sale General - Restaurant,ACTIVE,Imperial Bar LLC,William Thomas,4128 Broad Blvd,Imperial,CA,95730,Imperial,(707) 447-1927,2020-08-07,2026-04-02
58-907032,58,Caterer's Beer & Wine,ACTIVE,Imperial Tavern Inc,Paul Brown,6156 Center Rd,Imperial,CA,90412,Imperial,(530) 420-7913,2013-01-17,2024-08-16
41-626697,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Imperial Cafe LLC,Michael Wilson,3657 Main Pl,Imperial,CA,93040,Imperial,(530) 821-8428,2011-09-09,2025-09-18
58-574207,58,Caterer's Beer & Wine,ACTIVE,The Imperial Cafe,Michael Martinez,7489 Center Way,Imperial,CA,91745,Imperial,(209) 917-5248,2020-07-03,2026-05-07
21-581487,21,Off-Sale General,ACTIVE,The Imperial Market LLC,Robert Anderson,7356 Center Dr,Imperial,CA,95043,Imperial,(760) 569-1760,2021-08-07,2026-11-11
47-815817,47,On-Sale General - Restaurant,ACTIVE,The Imperial Bar LLC,Andrew Jackson,8600 Broad Pl,Imperial,CA,91027,Imperial,(530) 648-1275,2014-02-20,2024-09-28
20-350646,20,Off-Sale Beer & Wine,ACTIVE,Imperial Tavern Inc,Steven Jones,4328 Main Blvd,Imperial,CA,95133,Imperial,(831) 764-1089,2018-11-23,2025-04-23
48-507654,48,On-Sale General - Bar/Tavern,ACTIVE,Imperial Tavern Inc,Robert Jones,871 Broad Dr,Imperial,CA,94170,Imperial,(442) 209-3927,2024-02-25,2026-08-22
20-627771,20,Off-Sale Beer & Wine,ACTIVE,Imperial Restaurant,Steven Gonzalez,197 Main Way,Imperial,CA,90501,Imperial,(442) 307-2940,2014-08-15,2025-01-28
75-212614,75,Event Permit Holder,ACTIVE,Imperial Restaurant Inc,Daniel Anderson,4339 Center Dr,Imperial,CA,95972,Imperial,(831) 273-8988,2015-02-24,2024-11-16
21-478996,21,Off-Sale General,ACTIVE,Imperial Tavern Inc,John Moore,633 Broad St,Imperial,CA,91763,Imperial,(916) 980-8762,2017-04-06,2025-05-11
20-248094,20,Off-Sale Beer & Wine,ACTIVE,The Imperial Tavern LLC,James Hernandez,7862 Broad Blvd,Imperial,CA,94540,Imperial,(559) 789-2669,2010-11-07,2026-04-14
21-342600,21,Off-Sale General,ACTIVE,Imperial Bar,James Brown,4414 Main Blvd,Imperial,CA,94642,Imperial,(559) 842-3434,2016-09-28,2025-04-20
