license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-971415,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Group,David Lopez,5827 Main Way,Vallejo,CA,94112,Solano,(707) 441-7326,2010-02-27,2011-02-27
41-437237,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Vacaville Valley,Michelle Wilson,8247 4th Ave #839,Vacaville,CA,93846,Solano,(707) 408-7073,2007-12-05,2008-12-05
41-787554,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewEatery 35,Paul Johnson Williams,1376 Lincoln Rd,Vacaville,CA,95515,Solano,(707) 383-4656,2014-05-25,2015-05-25
41-869460,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Vacaville Valley,Kenneth Garcia,9891 Maple Ln #677,Vacaville,CA,92133,Solano,(707) 844-8752,2021-05-26,2022-05-26
41-767349,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,John Johnson,1152 Front St,Vallejo,CA,93914,Solano,(707) 888-2651,2000-11-19,2001-11-19
41-798566,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Vallejo,James Smith,2187 Front Way,Vallejo,CA,96077,Solano,(707) 334-2797,2011-09-01,2012-09-01
41-214419,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe 99,Maria Thomas,7196 Pico Way,Fairfield,CA,92599,Solano,(707) 818-8967,2014-01-18,2015-01-18
41-968386,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Fairfield 55,Matthew Jackson,1035 Mission Ct,Fairfield,CA,95908,Solano,(707) 747-8594,2024-09-09,2025-09-09
41-285658,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Matthew Smith,4133 Washington Ln #532,Fairfield,CA,95573,Solano,(707) 409-5466,2013-07-09,2014-07-09
41-613392,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Solano Corp,Michelle Moore,7193 Front St,Vallejo,CA,95379,Solano,(707) 875-2314,2019-01-24,2020-01-24
41-507976,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldRestaurant LLC 44,Christopher Lopez,8779 Washington Rd,Fairfield,CA,94132,Solano,(707) 773-7409,2020-08-17,2021-08-17
41-148933,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Vallejo Group,Christopher Johnson,368 Market Pl #267,Vallejo,CA,95422,Solano,(707) 499-1853,2023-07-27,2024-07-27
41-338447,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldKitchen 45,Steven Hernandez,7545 Main St,Fairfield,CA,91306,Solano,(707) 990-3285,2003-11-14,2004-11-14
41-705628,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Diner Solano Group,Michelle Rodriguez,4059 7th St,Fairfield,CA,94610,Solano,(707) 959-7515,2011-10-24,2012-10-24
41-899106,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheEatery Vallejo Inc 77,Daniel Gonzalez,1618 7th Ln #180,Vallejo,CA,90752,Solano,(707) 897-3379,2010-09-09,2011-09-09
41-914715,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldTavern 47,Matthew Moore Wilson,5079 Hollywood Rd,Vacaville,CA,92705,Solano,(707) 487-7239,2011-09-07,2012-09-07
41-139987,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Co,Andrew Jones,5354 Main Way,Vallejo,CA,94788,Solano,(707) 889-8662,2010-02-15,2011-02-15
41-555746,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Vacaville Hills Inc,Mark Wilson,645 Ocean Rd,Vacaville,CA,95590,Solano,(707) 751-6303,2024-07-28,2025-07-28
41-734864,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Group,Maria Anderson,4566 Madison Ln,Vacaville,CA,92336,Solano,(707) 341-6802,2008-01-25,2009-01-25
41-833669,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery,Paul Lopez,3435 1st Ave,Vacaville,CA,91539,Solano,(707) 344-6821,2013-06-18,2014-06-18
41-631173,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Solano Group,Steven Anderson,5817 6th Way #777,Fairfield,CA,91995,Solano,(707) 690-7357,2008-12-03,2009-12-03
41-435786,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen,Kenneth Martin,6050 6th Ln,Vacaville,CA,93202,Solano,(707) 481-5470,2001-04-27,2002-04-27
41-787828,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Bistro Solano,Steven Taylor,601 Oak Way,Fairfield,CA,94378,Solano,(707) 500-5674,2019-11-06,2020-11-06
41-822118,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheDiner Vallejo Heights 85,Lisa Anderson,5535 2nd Way,Vallejo,CA,90719,Solano,(707) 653-9885,2018-09-25,2019-09-25
41-726773,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewGrill Solano Co 5,Steven Anderson,5936 Front Ave,Vallejo,CA,95503,Solano,(707) 790-7746,2013-11-16,2014-11-16
41-894192,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Vacaville,David Moore,6710 6th Pl,Vacaville,CA,96194,Solano,(707) 261-8878,2003-03-20,2004-03-20
41-914243,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Tavern Vallejo,Maria Williams Lopez,2637 Oak Blvd,Vallejo,CA,95566,Solano,(707) 606-6905,2003-12-21,2004-12-21
41-895887,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Vacaville Co,William Williams Brown,2892 Lincoln St #281,Vacaville,CA,96043,Solano,(707) 806-3920,2020-11-04,2021-11-04
41-783475,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot Company,Michelle Garcia,8932 Franklin Pl,Vallejo,CA,91098,Solano,(707) 240-8353,2022-01-01,2023-01-01
41-301016,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheSpot Company 36,Andrew Martin,3059 Jefferson Dr,Vacaville,CA,93740,Solano,(707) 280-9537,2007-02-27,2008-02-27
41-693853,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Solano Company,Michelle Jackson,6918 Franklin Way,Fairfield,CA,90579,Solano,(707) 759-1188,2019-05-18,2020-05-18
41-207415,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Co,Kenneth Smith,6420 Front St,Vacaville,CA,92181,Solano,(707) 285-6734,2005-06-01,2006-06-01
41-167187,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner LLC,Daniel Davis,1387 4th Pl #130,Vacaville,CA,91712,Solano,(707) 634-7306,2023-10-10,2024-10-10
41-240380,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Vallejo Co,Kenneth Martinez,4505 Franklin St #234,Vallejo,CA,94609,Solano,(707) 775-5317,2023-05-24,2024-05-24
