license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
20-534726,20,Off-Sale Beer & Wine,ACTIVE,Del Norte Cafe Inc,Robert Brown,7382 Center Ave,Del Norte,CA,94093,Del Norte,(760) 888-5707,2024-01-11,2024-05-17
48-286384,48,On-Sale General - Bar/Tavern,ACTIVE,Del Norte Bar LLC,Christopher Johnson,5322 Center St,Del Norte,CA,93494,Del Norte,(442) 494-7770,2021-04-19,2025-01-10
58-723536,58,Caterer's Beer & Wine,ACTIVE,The Del Norte Restaurant LLC,Anthony Hernandez,7610 Main Rd,Del Norte,CA,93947,Del Norte,(442) 318-7308,2024-11-23,2026-12-20
75-870127,75,Event Permit Holder,ACTIVE,Del Norte Market Inc,Maria Jones,161 Main Ln,Del Norte,CA,94722,Del Norte,(760) 202-8347,2024-02-16,2026-03-17
47-470025,47,On-Sale General - Restaurant,ACTIVE,Del Norte Market Inc,Kenneth Martin,4768 Main Ave,Del Norte,CA,93968,Del Norte,(707) 206-8284,2020-08-15,2024-05-10
21-947005,21,Off-Sale General,ACTIVE,The Del Norte Bar,William Lopez,9552 Center Blvd,Del Norte,CA,91322,Del Norte,(530) 448-1681,2019-07-28,2024-12-27
20-429360,20,Off-Sale Beer & Wine,ACTIVE,Del Norte Tavern LLC,James Rodriguez,2956 Broad Pl,Del Norte,CA,94153,Del Norte,(831) 482-7786,2015-11-07,2024-06-08
58-104482,58,Caterer's Beer & Wine,ACTIVE,Del Norte Bar Inc,Michael Davis,3241 Broad Ln,Del Norte,CA,90844,Del Norte,(831) 246-5992,2013-08-23,2025-06-16
20-711951,20,Off-Sale Beer & Wine,ACTIVE,Del Norte Restaurant LLC,Christopher Martinez,5419 Center Pl,Del Norte,CA,93175,Del Norte,(831) 470-9922,2024-05-01,2024-02-20
20-971391,20,Off-Sale Beer & Wine,ACTIVE,Del Norte Bar,Michelle Wilson,8299 Main St,Del Norte,CA,95549,Del Norte,(760) 948-4997,2011-03-28,2024-08-26
47-263891,47,On-Sale General - Restaurant,ACTIVE,The Del Norte Tavern,Robert Thomas,6191 Center Way,Del Norte,CA,91078,Del Norte,(442) 773-5162,2022-09-17,2026-10-24
48-548753,48,On-Sale General - Bar/Tavern,ACTIVE,The Del Norte Market Inc,Daniel Lopez,7836 Center Rd,Del Norte,CA,92705,Del Norte,(831) 304-6268,2019-01-01,2025-01-28
41-604366,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Del Norte Cafe,Michelle Moore,8617 Main Rd,Del Norte,CA,90658,Del Norte,(559) 647-2544,2017-11-07,2026-12-01
41-723469,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Del Norte Restaurant,Matthew Anderson,3552 Broad Blvd,Del Norte,CA,93159,Del Norte,(831) 841-6076,2013-07-20,2025-03-04
20-318014,20,Off-Sale Beer & Wine,ACTIVE,Del Norte Cafe LLC,James Miller,5902 Main Blvd,Del Norte,CA,94103,Del Norte,(831) 480-8655,2020-11-07,2025-12-10
48-215854,48,On-Sale General - Bar/Tavern,ACTIVE,Del Norte Market LLC,Kenneth Lopez,4951 Broad Rd,Del Norte,CA,96154,Del Norte,(760) 957-8966,2020-02-02,2025-09-28
48-918180,48,On-Sale General - Bar/Tavern,ACTIVE,Del Norte Market,Lisa Williams,5984 Main Dr,Del Norte,CA,94586,Del Norte,(559) 882-9422,2017-04-04,2024-03-26
58-733106,58,Caterer's Beer & Wine,ACTIVE,Del Norte Tavern LLC,Maria Jackson,9069 Center Blvd,Del Norte,CA,90858,Del Norte,(209) 243-3186,2018-07-27,2025-04-07
47-500941,47,On-Sale General - Restaurant,ACTIVE,Del Norte Market Inc,William Miller,8752 Broad Dr,Del Norte,CA,93237,Del Norte,(916) 851-7400,2024-09-28,2024-03-14
41-779934,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Del Norte Tavern LLC,Michelle Williams,5298 Broad Blvd,Del Norte,CA,93860,Del Norte,(530) 394-3843,2022-06-23,2025-04-10
58-451172,58,Caterer's Beer & Wine,ACTIVE,Del Norte Bar,Christopher Hernandez,3517 Main St,Del Norte,CA,92305,Del Norte,(916) 615-3967,2016-07-02,2025-01-09
47-810109,47,On-Sale General - Restaurant,ACTIVE,The Del Norte Tavern Inc,Andrew Gonzalez,4477 Main Pl,Del Norte,CA,91401,Del Norte,(559) 785-6143,2012-12-27,2024-01-17
75-307960,75,Event Permit Holder,ACTIVE,Del Norte Tavern Inc,William Miller,9604 Broad Rd,Del Norte,CA,92142,Del Norte,(760) 692-3057,2017-12-01,2026-05-28
41-170099,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Del Norte Tavern,John Martin,661 Main St,Del Norte,CA,93727,Del Norte,(916) 628-2424,2016-06-21,2025-05-27
21-761468,21,Off-Sale General,ACTIVE,Del Norte Market,Mark Jones,6795 Main Dr,Del Norte,CA,92326,Del Norte,(831) 540-4371,2012-03-23,2026-01-02
41-673627,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Del Norte Cafe,Mark Hernandez,2735 Broad Ave,Del Norte,CA,92061,Del Norte,(707) 374-6670,2024-06-02,2025-06-23
47-383661,47,On-Sale General - Restaurant,ACTIVE,Del Norte Restaurant Inc,Jennifer Gonzalez,6938 Center St,Del Norte,CA,92263,Del Norte,(209) 995-1848,2024-04-17,2025-08-03
48-984969,48,On-Sale General - Bar/Tavern,ACTIVE,The Del Norte Restaurant,Lisa Martin,2802 Main Way,Del Norte,CA,95353,Del Norte,(530) 617-2073,2014-06-19,2025-06-01
47-503808,47,On-Sale General - Restaurant,ACTIVE,The Del Norte Cafe LLC,Michelle Martinez,7342 Broad Way,Del Norte,CA,92617,Del Norte,(530) 294-4981,2022-10-22,2025-04-07
75-296386,75,Event Permit Holder,ACTIVE,Del Norte Cafe,Daniel Davis,784 Broad Ct,Del Norte,CA,95835,Del Norte,(530) 515-4000,2020-09-17,2026-09-21
48-185629,48,On-Sale General - Bar/Tavern,ACTIVE,Del Norte Market LLC,Robert Martinez,5288 Main Blvd,Del Norte,CA,93919,Del Norte,(916) 302-3522,2010-07-05,2026-11-20
75-830066,75,Event Permit Holder,ACTIVE,The Del Norte Restaurant Inc,Lisa Moore,6740 Main Dr,Del Norte,CA,92590,Del Norte,(831) 476-1904,2021-06-26,2026-04-06
58-885499,58,Caterer's Beer & Wine,ACTIVE,Del Norte Bar LLC,Michael Miller,4259 Center Dr,Del Norte,CA,95114,Del Norte,(209) 300-6609,2010-12-07,2024-10-23
41-455897,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Del Norte Cafe,Kenneth Johnson,1874 Broad Rd,Del Norte,CA,93435,Del Norte,(530) 772-3900,2011-03-02,2025-11-26
20-550074,20,Off-Sale Beer & Wine,ACTIVE,The Del Norte Market,Maria Moore,9348 Main Rd,Del Norte,CA,95880,Del Norte,(707) 869-1264,2020-05-27,2025-12-08
48-352145,48,On-Sale General - Bar/Tavern,ACTIVE,The Del Norte Cafe Inc,Robert Hernandez,1822 Center Dr,Del Norte,CA,91123,Del Norte,(831) 719-3851,2019-12-26,2025-07-28
75-345891,75,Event Permit Holder,ACTIVE,The Del Norte Restaurant,Robert Moore,926 Broad Rd,Del Norte,CA,95950,Del Norte,(209) 438-4867,2020-08-28,2025-07-23
58-671109,58,Caterer's Beer & Wine,ACTIVE,The Del Norte Cafe Inc,Christopher Rodriguez,7671 Center Ct,Del Norte,CA,90153,Del Norte,(831) 637-1439,2018-08-23,2026-03-10
58-640005,58,Caterer's Beer & Wine,ACTIVE,Del Norte Restaurant LLC,Lisa Smith,4530 Main Way,Del Norte,CA,91272,Del Norte,(760) 359-8280,2013-02-23,2024-01-22
