First Name,Last Name,Email,Phone,Company,City,State,Country,Postal Code,Tags,Notes,Source
John,Wilson,john.wilson@steelcorppa.com,+1 (717) 713-5285,Steel Corp,Philadelphia,PA,US,19104,"Priority_B, PA_Business",Industry: Tech,Philadelphia_Business_Portal
Patricia,Taylor,patricia.taylor@pennventurespa.com,+1 (814) 703-1103,Penn Ventures,Philadelphia,PA,US,19148,"Priority_B, PA_Business",Industry: Tech,PA_Chamber
Linda,Anderson,linda.anderson@steelindustriespa.com,+1 (717) 660-4829,Steel Industries,Philadelphia,PA,US,19122,"Priority_B, PA_Business",Industry: Education,Philadelphia_Business_Portal
James,Smith,james.smith@libertyenterprisespa.com,+1 (717) 673-9233,Liberty Enterprises,Philadelphia,PA,US,19106,"Priority_A, ABC_License, PA_Business",License Type: Hotel,PA_PLCB
Charles,Jones,charles.jones@valleycorppa.com,+1 (267) 757-4109,Valley Corp,Philadelphia,PA,US,19131,"Priority_B, PA_Business",Industry: Finance,PA_DOS_Business
Mary,Harris,mary.harris@colonialgrouppa.com,+1 (814) 672-1058,Colonial Group,Philadelphia,PA,US,19106,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
James,White,james.white@pennservicespa.com,+1 (484) 809-7555,Penn Services,Philadelphia,PA,US,19121,"Priority_B, PA_Business",Industry: Healthcare,PA_PLCB
Jessica,Jackson,jessica.jackson@independenceservicespa.com,+1 (412) 864-6408,Independence Services,Philadelphia,PA,US,19106,"Priority_B, PA_Business",Industry: Manufacturing,PA_DOS_Business
Michael,Harris,michael.harris@keystonesolutionspa.com,+1 (814) 653-2152,Keystone Solutions,Philadelphia,PA,US,19102,"Priority_B, PA_Business",Industry: Education,PA_PLCB
Linda,White,linda.white@philadelphiapartnerspa.com,+1 (814) 833-2180,Philadelphia Partners,Philadelphia,PA,US,19107,"Priority_A, ABC_License, PA_Business",License Type: Hotel,PA_PLCB
Sarah,White,sarah.white@alleghenypartnerspa.com,+1 (570) 511-8876,Allegheny Partners,Philadelphia,PA,US,19122,"Priority_B, PA_Business",Industry: Manufacturing,Philadelphia_Business_Portal
David,Johnson,david.johnson@susquehannaventurespa.com,+1 (610) 802-1869,Susquehanna Ventures,Philadelphia,PA,US,19120,"Priority_B, PA_Business",Industry: Tech,PA_PLCB
Mary,Williams,mary.williams@pittsburghllcpa.com,+1 (814) 498-8597,Pittsburgh LLC,Philadelphia,PA,US,19147,"Priority_B, PA_Business",Industry: Healthcare,Philadelphia_Business_Portal
William,Moore,william.moore@keystoneindustriespa.com,+1 (412) 529-6066,Keystone Industries,Philadelphia,PA,US,19125,"Priority_B, PA_Business",Industry: Finance,Philadelphia_Business_Portal
Jennifer,Davis,jennifer.davis@steelpartnerspa.com,+1 (484) 878-7851,Steel Partners,Philadelphia,PA,US,19130,"Priority_B, PA_Business",Industry: Manufacturing,Philadelphia_Business_Portal
Jessica,Davis,jessica.davis@independencecopa.com,+1 (717) 740-2275,Independence Co,Philadelphia,PA,US,19125,"Priority_A, ABC_License, PA_Business",License Type: Bar,PA_PLCB
Michael,Taylor,michael.taylor@philadelphiaindustriespa.com,+1 (717) 741-9102,Philadelphia Industries,Philadelphia,PA,US,19134,"Priority_A, ABC_License, PA_Business",License Type: Bar,PA_PLCB
Michael,Thomas,michael.thomas@valleyindustriespa.com,+1 (570) 584-7536,Valley Industries,Philadelphia,PA,US,19120,"Priority_B, PA_Business",Industry: Manufacturing,PA_Chamber
Daniel,Brown,daniel.brown@pennassociatespa.com,+1 (412) 455-1881,Penn Associates,Philadelphia,PA,US,19102,"Priority_B, PA_Business",Industry: Manufacturing,PA_DOS_Business
Patricia,Williams,patricia.williams@philadelphiacopa.com,+1 (412) 948-4555,Philadelphia Co,Philadelphia,PA,US,19147,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
Patricia,Johnson,patricia.johnson@colonialindustriespa.com,+1 (412) 228-4449,Colonial Industries,Philadelphia,PA,US,19122,"Priority_B, PA_Business",Industry: Manufacturing,PA_PLCB
Susan,Jones,susan.jones@libertycopa.com,+1 (878) 204-3906,Liberty Co,Philadelphia,PA,US,19104,"Priority_B, PA_Business",Industry: Education,PA_DOS_Business
William,Williams,william.williams@libertypartnerspa.com,+1 (878) 787-2227,Liberty Partners,Philadelphia,PA,US,19115,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
Patricia,Jackson,patricia.jackson@valleyindustriespa.com,+1 (570) 815-4886,Valley Industries,Philadelphia,PA,US,19131,"Priority_B, PA_Business",Industry: Manufacturing,PA_DOS_Business
William,Smith,william.smith@alleghenyventurespa.com,+1 (878) 777-4957,Allegheny Ventures,Philadelphia,PA,US,19131,"Priority_B, PA_Business",Industry: Manufacturing,PA_Chamber
Jennifer,Jackson,jennifer.jackson@philadelphiagrouppa.com,+1 (267) 776-9037,Philadelphia Group,Philadelphia,PA,US,19102,"Priority_B, PA_Business",Industry: Tech,PA_PLCB
Sarah,Smith,sarah.smith@alleghenygrouppa.com,+1 (215) 256-4667,Allegheny Group,Philadelphia,PA,US,19148,"Priority_B, PA_Business",Industry: Finance,PA_DOS_Business
Karen,Anderson,karen.anderson@steelsolutionspa.com,+1 (484) 214-1911,Steel Solutions,Philadelphia,PA,US,19125,"Priority_A, ABC_License, PA_Business",License Type: Bar,PA_PLCB
John,Miller,john.miller@philadelphiaenterprisespa.com,+1 (267) 417-6360,Philadelphia Enterprises,Philadelphia,PA,US,19107,"Priority_B, PA_Business",Industry: Tech,PA_DOS_Business
Charles,Thomas,charles.thomas@steelenterprisespa.com,+1 (610) 659-9096,Steel Enterprises,Philadelphia,PA,US,19130,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
John,Brown,john.brown@alleghenyholdingspa.com,+1 (814) 992-2880,Allegheny Holdings,Philadelphia,PA,US,19107,"Priority_B, PA_Business",Industry: Finance,PA_Chamber
William,Williams,william.williams@alleghenyllcpa.com,+1 (878) 678-9573,Allegheny LLC,Philadelphia,PA,US,19103,"Priority_B, PA_Business",Industry: Manufacturing,PA_Chamber
Michael,Harris,michael.harris@keystoneenterprisespa.com,+1 (814) 748-8521,Keystone Enterprises,Philadelphia,PA,US,19125,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
Charles,Wilson,charles.wilson@steelholdingspa.com,+1 (412) 964-2576,Steel Holdings,Philadelphia,PA,US,19124,"Priority_B, PA_Business",Industry: Healthcare,Philadelphia_Business_Portal
David,Jackson,david.jackson@alleghenyventurespa.com,+1 (267) 275-5701,Allegheny Ventures,Philadelphia,PA,US,19106,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
Nancy,White,nancy.white@steelcopa.com,+1 (717) 968-5673,Steel Co,Philadelphia,PA,US,19106,"Priority_B, PA_Business",Industry: Education,PA_PLCB
Daniel,Taylor,daniel.taylor@keystonegrouppa.com,+1 (878) 369-1239,Keystone Group,Philadelphia,PA,US,19125,"Priority_A, ABC_License, PA_Business",License Type: Restaurant,PA_PLCB
David,Taylor,david.taylor@steelventurespa.com,+1 (215) 914-8233,Steel Ventures,Philadelphia,PA,US,19106,"Priority_A, ABC_License, PA_Business",License Type: Restaurant,PA_PLCB
Daniel,Smith,daniel.smith@keystoneenterprisespa.com,+1 (484) 637-8556,Keystone Enterprises,Philadelphia,PA,US,19111,"Priority_B, PA_Business",Industry: Education,PA_Chamber
Patricia,Miller,patricia.miller@pennventurespa.com,+1 (412) 555-5574,Penn Ventures,Philadelphia,PA,US,19106,"Priority_B, PA_Business",Industry: Finance,PA_DOS_Business
William,Anderson,william.anderson@independenceindustriespa.com,+1 (412) 304-4558,Independence Industries,Philadelphia,PA,US,19115,"Priority_B, PA_Business",Industry: Tech,PA_Chamber
David,Smith,david.smith@alleghenyventurespa.com,+1 (412) 656-2411,Allegheny Ventures,Philadelphia,PA,US,19134,"Priority_A, ABC_License, PA_Business",License Type: Distributor,PA_PLCB
Sarah,Johnson,sarah.johnson@susquehannaholdingspa.com,+1 (215) 779-5496,Susquehanna Holdings,Philadelphia,PA,US,19106,"Priority_B, PA_Business",Industry: Education,PA_DOS_Business
Jennifer,White,jennifer.white@steelindustriespa.com,+1 (267) 381-3168,Steel Industries,Philadelphia,PA,US,19115,"Priority_B, PA_Business",Industry: Tech,PA_Chamber
Karen,Miller,karen.miller@philadelphiaenterprisespa.com,+1 (814) 280-1107,Philadelphia Enterprises,Philadelphia,PA,US,19143,"Priority_B, PA_Business",Industry: Manufacturing,PA_Chamber
Michael,Thomas,michael.thomas@libertycorppa.com,+1 (484) 799-1006,Liberty Corp,Pittsburgh,PA,US,15232,"Priority_B, PA_Business",Industry: Manufacturing,PA_PLCB
William,Thomas,william.thomas@pittsburghassociatespa.com,+1 (484) 852-5018,Pittsburgh Associates,Pittsburgh,PA,US,15212,"Priority_B, PA_Business",Industry: Manufacturing,PA_Chamber
