license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
21-928220,21,Off-Sale General,ACTIVE,Liquor Store Contra Costa Inc,Lisa Lopez,9262 4th Way,Concord,CA,95351,Contra Costa,(510) 707-7348,2014-02-04,2015-02-04
21-141016,21,Off-Sale General,ACTIVE,Package Store Inc 64,James Thomas,1231 Front St #818,Pasadena,CA,92565,Los Angeles,(213) 616-9310,2009-07-16,2010-07-16
21-888203,21,Off-Sale General,ACTIVE,Beverage Store Burbank,Andrew Miller,7484 4th Ave #399,Burbank,CA,90289,Los Angeles,(661) 976-1927,2004-07-27,2005-07-27
21-964801,21,Off-Sale General,ACTIVE,Discount Liquor,Robert Hernandez,7852 Ocean Dr #208,Concord,CA,95854,Contra Costa,(510) 992-7354,2007-12-04,2008-12-04
21-130956,21,Off-Sale General,ACTIVE,TheFine Wines 90,Lisa Williams,6375 4th Ave #116,Rancho Cucamonga,CA,91121,San Bernardino,(760) 572-9166,2013-03-13,2014-03-13
21-390909,21,Off-Sale General,ACTIVE,Fine Wines Los Angeles,Maria Lopez,6746 Washington Pl,Burbank,CA,91403,Los Angeles,(424) 918-7387,2019-07-25,2020-07-25
21-864577,21,Off-Sale General,ACTIVE,Wine & Spirits,John Lopez,4430 7th Blvd,Watsonville,CA,94457,Santa Cruz,(831) 992-2979,2009-10-15,2010-10-15
21-278003,21,Off-Sale General,ACTIVE,Package Store,Maria Jones Lopez,4732 Ocean Way,Santa Monica,CA,95086,Los Angeles,(310) 584-9002,2017-03-09,2018-03-09
21-511377,21,Off-Sale General,ACTIVE,OldSpirits Riverside 77,Maria Davis,1907 Market Blvd,Riverside,CA,91092,Riverside,(760) 327-7250,2018-02-21,2019-02-21
21-878091,21,Off-Sale General,ACTIVE,Package Store Riverside LLC,Paul Smith Moore,5251 Mission Rd #119,Temecula,CA,90122,Riverside,(951) 868-1820,2014-02-10,2015-02-10
21-127072,21,Off-Sale General,ACTIVE,Discount Liquor,Paul Martin,3621 Pico Ln #911,Fresno,CA,91984,Fresno,(559) 617-5727,2005-01-13,2006-01-13
21-436149,21,Off-Sale General,ACTIVE,Package Store Contra Costa Inc,John Davis,7579 State Ln,Walnut Creek,CA,90108,Contra Costa,(510) 612-9612,2023-11-20,2024-11-20
21-785521,21,Off-Sale General,ACTIVE,Liquor Store Group,James Hernandez,4545 Broadway Rd,Los Angeles,CA,95130,Los Angeles,(661) 544-3772,2007-07-10,2008-07-10
21-194938,21,Off-Sale General,ACTIVE,Spirits,Steven Gonzalez,3772 State Dr,Vacaville,CA,91346,Solano,(707) 800-8685,2020-03-23,2021-03-23
21-602005,21,Off-Sale General,ACTIVE,Beverage Store,Robert Taylor,4112 Front Ct #342,San Francisco,CA,90384,San Francisco,(415) 568-4951,2006-01-15,2007-01-15
21-421311,21,Off-Sale General,ACTIVE,Liquor Store Mill Valley Valley,Steven Anderson Davis,4118 6th St,Mill Valley,CA,93468,Marin,(415) 576-8518,2015-06-23,2016-06-23
21-844969,21,Off-Sale General,ACTIVE,Wine & Spirits Co 34,Andrew Wilson,3296 1st Ln #722,Santa Monica,CA,95637,Los Angeles,(310) 541-9028,2001-01-12,2002-01-12
21-288854,21,Off-Sale General,ACTIVE,Beverage Store Kern,Steven Johnson,3833 1st Ct,Delano,CA,94704,Kern,(661) 618-8010,2002-01-08,2003-01-08
21-237529,21,Off-Sale General,ACTIVE,Discount Liquor San Francisco,Andrew Johnson Davis,4166 7th Blvd,San Francisco,CA,90878,San Francisco,(628) 928-2328,2004-03-26,2005-03-26
21-156453,21,Off-Sale General,ACTIVE,Beverage Store Burbank Hills,Robert Martin,7140 Sunset Ln #235,Burbank,CA,91328,Los Angeles,(310) 466-5980,2001-04-10,2002-04-10
21-476115,21,Off-Sale General,ACTIVE,Liquor Store Pasadena,Steven Moore,2709 2nd Ln,Pasadena,CA,94720,Los Angeles,(661) 371-2740,2011-12-20,2012-12-20
21-784620,21,Off-Sale General,ACTIVE,Beverage Store San Francisco 41,Robert Hernandez,1275 Mission Ln,San Francisco,CA,95050,San Francisco,(628) 566-8999,2015-10-15,2016-10-15
21-403811,21,Off-Sale General,ACTIVE,Discount Liquor Fresno,John Lopez,9901 Washington Blvd,Fresno,CA,94135,Fresno,(559) 841-1234,2013-01-21,2014-01-21
21-990088,21,Off-Sale General,ACTIVE,Discount Liquor Co,Michelle Garcia,739 Market Pl,Long Beach,CA,93598,Los Angeles,(626) 530-4463,2006-10-15,2007-10-15
21-739339,21,Off-Sale General,ACTIVE,Spirits Pasadena Corp 42,Maria Thomas,3548 Lincoln St #859,Pasadena,CA,95439,Los Angeles,(626) 704-2329,2002-11-03,2003-11-03
21-280067,21,Off-Sale General,ACTIVE,Fine Wines 53,Matthew Rodriguez,6951 1st Rd,Long Beach,CA,95036,Los Angeles,(213) 204-6552,2010-07-22,2011-07-22
21-878163,21,Off-Sale General,ACTIVE,Beverage Store San Diego Group,Lisa Garcia,8018 3rd Rd,Carlsbad,CA,94403,San Diego,(858) 225-4407,2004-12-19,2005-12-19
21-481357,21,Off-Sale General,ACTIVE,OldPackage Store San Joaquin 65,Paul Brown,8969 Madison Pl,Lodi,CA,92314,San Joaquin,(209) 906-8339,2021-12-06,2022-12-06
21-502265,21,Off-Sale General,ACTIVE,Fine Wines Co 57,Anthony Rodriguez,5258 Front Ct,Riverside,CA,94697,Riverside,(760) 807-9576,2012-01-05,2013-01-05
21-153073,21,Off-Sale General,ACTIVE,Wine & Spirits Sacramento,Daniel Gonzalez Williams,5458 Mission Ln #944,Sacramento,CA,95155,Sacramento,(916) 897-2211,2021-01-11,2022-01-11
21-891398,21,Off-Sale General,ACTIVE,Beverage Store Co,Anthony Thomas,3793 Wilshire St,Oceanside,CA,95498,San Diego,(619) 275-1280,2008-07-16,2009-07-16
