license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
20-443715,20,Off-Sale Beer & Wine,ACTIVE,Grocery Company,Lisa Moore,6756 Washington Way,Victorville,CA,93665,San Bernardino,(760) 405-8696,2006-06-02,2007-06-02
20-741173,20,Off-Sale Beer & Wine,ACTIVE,Mini Mart South San Francisco LLC,Kenneth Moore,1172 Ocean Way #142,South San Francisco,CA,95745,San Mateo,(415) 451-4740,2011-08-09,2012-08-09
20-622527,20,Off-Sale Beer & Wine,ACTIVE,Liquor Store Co,Andrew Rodriguez,8131 Maple Blvd,Pasadena,CA,94320,Los Angeles,(424) 916-4092,2011-11-23,2012-11-23
20-470514,20,Off-Sale Beer & Wine,ACTIVE,Mini Mart Company,David Gonzalez,4640 Washington Ave #371,Glendale,CA,90775,Los Angeles,(818) 292-8961,2020-02-16,2021-02-16
20-252323,20,Off-Sale Beer & Wine,ACTIVE,Corner Store Sacramento Company,Kenneth Hernandez,7958 Mission Pl,Citrus Heights,CA,95808,Sacramento,(916) 879-9755,2001-01-19,2002-01-19
20-916573,20,Off-Sale Beer & Wine,ACTIVE,Market Chula Vista Heights Corp,Kenneth Williams,1012 Washington Ave,Chula Vista,CA,96078,San Diego,(619) 821-1251,2008-06-14,2009-06-14
20-597712,20,Off-Sale Beer & Wine,ACTIVE,Wine Shop Pasadena Valley,Jennifer Miller Gonzalez,3372 Broadway Blvd #109,Pasadena,CA,90071,Los Angeles,(626) 261-8658,2017-01-27,2018-01-27
20-767836,20,Off-Sale Beer & Wine,ACTIVE,Market Co,Maria Miller,1395 Pico Ave,Burbank,CA,94415,Los Angeles,(323) 403-7975,2015-08-28,2016-08-28
20-713977,20,Off-Sale Beer & Wine,ACTIVE,Corner Store,William Brown,5013 Oak Dr #536,Anaheim,CA,91805,Orange,(657) 627-5921,2000-05-28,2001-05-28
20-413815,20,Off-Sale Beer & Wine,ACTIVE,TheGrocery Corp 85,Anthony Hernandez,6772 Mission Blvd,Glendale,CA,93332,Los Angeles,(310) 733-2621,2009-02-20,2010-02-20
20-633907,20,Off-Sale Beer & Wine,ACTIVE,Grocery Los Angeles LLC 77,Maria Taylor,3927 Franklin Ln,Los Angeles,CA,94400,Los Angeles,(818) 439-4385,2008-06-18,2009-06-18
20-748669,20,Off-Sale Beer & Wine,ACTIVE,TheConvenience Store San Diego Corp 1,Steven Lopez Jones,2298 5th Blvd,Oceanside,CA,90336,San Diego,(760) 945-8610,2015-12-07,2016-12-07
20-393149,20,Off-Sale Beer & Wine,ACTIVE,Grocery LLC,Jennifer Gonzalez,3463 Sunset Dr,Santa Maria,CA,93484,Santa Barbara,(805) 817-1245,2008-11-27,2009-11-27
