license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-877572,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill,Andrew Smith,9035 Market Way,Sacramento,CA,90767,Sacramento,(916) 438-9279,2022-11-23,2023-11-23
41-571029,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Group 44,Christopher Lopez,4652 Ocean Dr #444,Ontario,CA,90837,San Bernardino,(909) 589-2584,2001-12-15,2002-12-15
41-182627,41,On-Sale Beer & Wine - Eating Place,ACTIVE,House Group,James Gonzalez,3250 Franklin Ave,Victorville,CA,91866,San Bernardino,(760) 281-4814,2020-06-06,2021-06-06
41-802729,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill San Diego LLC,Michelle Gonzalez,6316 Hollywood Ct,Chula Vista,CA,92656,San Diego,(619) 434-1525,2006-10-23,2007-10-23
41-514850,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Spot San Diego,Mark Williams,4404 Maple Way #508,Escondido,CA,92965,San Diego,(619) 341-9348,2003-03-21,2004-03-21
41-542666,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewPlace 71,James Martinez,288 Madison Ave,Glendale,CA,94398,Los Angeles,(818) 473-6573,2014-01-24,2015-01-24
41-624902,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Santa Maria Heights,Mark Smith,2604 1st Blvd,Santa Maria,CA,94344,Santa Barbara,(805) 813-6310,2011-05-08,2012-05-08
41-182582,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe Los Angeles,Maria Martinez,9107 Sunset Ln,Burbank,CA,94969,Los Angeles,(424) 416-9835,2021-11-12,2022-11-12
41-573417,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe,David Johnson Williams,9175 Wilshire Dr,Newport Beach,CA,95798,Orange,(657) 260-4750,2016-04-09,2017-04-09
41-665427,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant Alameda Group,James Johnson,1645 Mission Way,Berkeley,CA,93367,Alameda,(925) 946-1887,2010-02-08,2011-02-08
