First Name,Last Name,Email,Phone,Company,City,State,Country,Postal Code,Tags,Notes,Source
Sandra,Wilson,sandra.wilson@adirondackenterprisesny.com,+1 (716) 403-4401,Adirondack Enterprises,New York,NY,US,10002,"Priority_A, ABC_License, NY_Business",License Type: Off-Premises,NYSLA_ABC
Susan,Martin,susan.martin@hudsonventuresny.com,+1 (631) 758-5555,Hudson Ventures,New York,NY,US,10038,"Priority_B, NY_Business",Industry: Retail,NYC_Business_Portal
Joseph,Wilson,joseph.wilson@statengroupny.com,+1 (212) 840-5784,Staten Group,New York,NY,US,10012,"Priority_B, NY_Business",Industry: Retail,NYC_Chamber
Jennifer,Martinez,jennifer.martinez@niagaraassociatesny.com,+1 (917) 226-8133,Niagara Associates,New York,NY,US,10003,"Priority_B, NY_Business",Industry: Restaurant,NYC_Chamber
Karen,Wilson,karen.wilson@fingerlakesventuresny.com,+1 (516) 330-1238,Finger Lakes Ventures,New York,NY,US,10025,"Priority_A, ABC_License, NY_Business",License Type: Bar,NYSLA_ABC
Michael,Martin,michael.martin@libertycorpny.com,+1 (516) 942-6170,Liberty Corp,New York,NY,US,10024,"Priority_B, NY_Business",Industry: Real Estate,NYC_Business_Portal
Nancy,Taylor,nancy.taylor@queenspartnersny.com,+1 (917) 952-6604,Queens Partners,New York,NY,US,10016,"Priority_B, NY_Business",Industry: Restaurant,NYC_Business_Portal
Barbara,Anderson,barbara.anderson@adirondackventuresny.com,+1 (716) 652-2123,Adirondack Ventures,New York,NY,US,10014,"Priority_A, ABC_License, NY_Business",License Type: On-Premises,NYSLA_ABC
Charles,Taylor,charles.taylor@centralpartnersny.com,+1 (518) 332-1148,Central Partners,New York,NY,US,10003,"Priority_B, NY_Business",Industry: Real Estate,NYC_Chamber
William,Thomas,william.thomas@manhattanllcny.com,+1 (631) 491-1661,Manhattan LLC,New York,NY,US,10002,"Priority_A, ABC_License, NY_Business",License Type: On-Premises,NYSLA_ABC
David,Hernandez,david.hernandez@adirondacksolutionsny.com,+1 (518) 975-7623,Adirondack Solutions,New York,NY,US,10002,"Priority_B, NY_Business",Industry: Real Estate,NY_DOS_Business
Jennifer,Jackson,jennifer.jackson@queensholdingsny.com,+1 (518) 354-2430,Queens Holdings,New York,NY,US,10024,"Priority_B, NY_Business",Industry: Restaurant,NYSLA_ABC
Barbara,Garcia,barbara.garcia@empireassociatesny.com,+1 (212) 305-3213,Empire Associates,New York,NY,US,10023,"Priority_B, NY_Business",Industry: Professional Services,NYSLA_ABC
Betty,Thomas,betty.thomas@libertycorpny.com,+1 (631) 529-9197,Liberty Corp,New York,NY,US,10023,"Priority_B, NY_Business",Industry: Real Estate,NY_DOS_Business
Christopher,Miller,christopher.miller@centralsolutionsny.com,+1 (631) 460-7944,Central Solutions,New York,NY,US,10012,"Priority_A, ABC_License, NY_Business",License Type: On-Premises,NYSLA_ABC
Elizabeth,Jackson,elizabeth.jackson@bronxcorpny.com,+1 (212) 262-7791,Bronx Corp,New York,NY,US,10016,"Priority_B, NY_Business",Industry: Restaurant,NY_DOS_Business
William,Garcia,william.garcia@fingerlakesassociatesny.com,+1 (914) 520-2332,Finger Lakes Associates,New York,NY,US,10003,"Priority_B, NY_Business",Industry: Construction,NYC_Business_Portal
Jessica,Smith,jessica.smith@fingerlakesventuresny.com,+1 (845) 465-8923,Finger Lakes Ventures,New York,NY,US,10001,"Priority_B, NY_Business",Industry: Professional Services,NYC_Business_Portal
Karen,Taylor,karen.taylor@centralventuresny.com,+1 (585) 959-8026,Central Ventures,New York,NY,US,10012,"Priority_A, ABC_License, NY_Business",License Type: Restaurant,NYSLA_ABC
William,Anderson,william.anderson@libertyindustriesny.com,+1 (917) 964-2974,Liberty Industries,New York,NY,US,10011,"Priority_B, NY_Business",Industry: Construction,NY_DOS_Business
Christopher,Miller,christopher.miller@bronxassociatesny.com,+1 (516) 991-1380,Bronx Associates,New York,NY,US,10025,"Priority_B, NY_Business",Industry: Retail,NYC_Business_Portal
John,Moore,john.moore@centralholdingsny.com,+1 (518) 309-1616,Central Holdings,New York,NY,US,10036,"Priority_A, ABC_License, NY_Business",License Type: Restaurant,NYSLA_ABC
Joseph,Martinez,joseph.martinez@hudsongroupny.com,+1 (914) 243-7674,Hudson Group,New York,NY,US,10038,"Priority_B, NY_Business",Industry: Restaurant,NYC_Chamber
Richard,Gonzalez,richard.gonzalez@brooklyncorpny.com,+1 (212) 237-2515,Brooklyn Corp,New York,NY,US,10002,"Priority_B, NY_Business",Industry: Construction,NYC_Business_Portal
Sandra,Lopez,sandra.lopez@bronxgroupny.com,+1 (716) 862-3103,Bronx Group,New York,NY,US,10012,"Priority_B, NY_Business",Industry: Restaurant,NY_DOS_Business
Margaret,Brown,margaret.brown@queensllcny.com,+1 (914) 844-2250,Queens LLC,New York,NY,US,10011,"Priority_B, NY_Business",Industry: Professional Services,NYC_Business_Portal
Karen,Brown,karen.brown@statenassociatesny.com,+1 (585) 221-4924,Staten Associates,New York,NY,US,10003,"Priority_B, NY_Business",Industry: Restaurant,NYC_Business_Portal
Mark,Lopez,mark.lopez@metrogroupny.com,+1 (607) 989-2300,Metro Group,New York,NY,US,10028,"Priority_B, NY_Business",Industry: Real Estate,NY_DOS_Business
James,Rodriguez,james.rodriguez@empiregroupny.com,+1 (716) 440-7552,Empire Group,New York,NY,US,10025,"Priority_B, NY_Business",Industry: Retail,NYC_Chamber
Sandra,Taylor,sandra.taylor@bronxsolutionsny.com,+1 (845) 571-7446,Bronx Solutions,New York,NY,US,10036,"Priority_B, NY_Business",Industry: Retail,NY_DOS_Business
Joseph,Williams,joseph.williams@centralservicesny.com,+1 (917) 642-4685,Central Services,New York,NY,US,10011,"Priority_B, NY_Business",Industry: Real Estate,NYC_Business_Portal
John,Garcia,john.garcia@adirondacksolutionsny.com,+1 (518) 836-6143,Adirondack Solutions,New York,NY,US,10028,"Priority_B, NY_Business",Industry: Real Estate,NY_DOS_Business
Patricia,Moore,patricia.moore@manhattanindustriesny.com,+1 (631) 877-4860,Manhattan Industries,New York,NY,US,10001,"Priority_B, NY_Business",Industry: Restaurant,NYC_Chamber
John,Johnson,john.johnson@hudsonpartnersny.com,+1 (212) 929-1119,Hudson Partners,New York,NY,US,10001,"Priority_B, NY_Business",Industry: Real Estate,NYSLA_ABC
