license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
47-575391,47,On-Sale General - Restaurant,ACTIVE,The Alpine Restaurant Inc,Maria Johnson,3477 Broad Pl,Alpine,CA,92502,Alpine,(707) 327-8603,2019-12-02,2025-12-28
21-636505,21,Off-Sale General,ACTIVE,Alpine Market,Paul Miller,1947 Broad Dr,Alpine,CA,92520,Alpine,(916) 726-1989,2023-02-27,2026-04-18
21-140300,21,Off-Sale General,ACTIVE,Alpine Tavern Inc,Andrew Jackson,7994 Broad Ln,Alpine,CA,92620,Alpine,(559) 240-8386,2014-04-23,2025-12-19
75-251393,75,Event Permit Holder,ACTIVE,Alpine Restaurant LLC,Mark Garcia,8522 Center St,Alpine,CA,91943,Alpine,(707) 205-8387,2011-09-20,2025-07-08
21-863359,21,Off-Sale General,ACTIVE,Alpine Cafe,Michelle Johnson,2084 Center Ct,Alpine,CA,92463,Alpine,(559) 811-6348,2015-10-08,2025-11-21
41-664551,41,On-Sale Beer & Wine - Eating Place,ACTIVE,The Alpine Bar,Andrew Martinez,5972 Broad Rd,Alpine,CA,91466,Alpine,(707) 992-3342,2016-11-05,2026-09-26
48-410987,48,On-Sale General - Bar/Tavern,ACTIVE,The Alpine Cafe LLC,Jennifer Miller,9134 Broad Blvd,Alpine,CA,90579,Alpine,(442) 728-5340,2022-09-06,2025-02-28
48-879622,48,On-Sale General - Bar/Tavern,ACTIVE,The Alpine Restaurant Inc,Michael Moore,9358 Broad Ct,Alpine,CA,95826,Alpine,(209) 425-3808,2017-02-24,2024-04-09
21-479542,21,Off-Sale General,ACTIVE,Alpine Cafe Inc,Christopher Taylor,3710 Broad Rd,Alpine,CA,95318,Alpine,(831) 523-6561,2014-06-09,2026-10-18
20-457587,20,Off-Sale Beer & Wine,ACTIVE,Alpine Bar,William Davis,5600 Center Pl,Alpine,CA,90701,Alpine,(760) 602-5855,2012-08-06,2025-02-26
48-147728,48,On-Sale General - Bar/Tavern,ACTIVE,Alpine Tavern LLC,Lisa Brown,3483 Broad Ct,Alpine,CA,93965,Alpine,(442) 244-5908,2020-10-05,2026-02-12
75-863732,75,Event Permit Holder,ACTIVE,Alpine Tavern LLC,Anthony Wilson,6053 Broad Blvd,Alpine,CA,94799,Alpine,(831) 689-2795,2011-02-17,2025-01-09
48-615636,48,On-Sale General - Bar/Tavern,ACTIVE,The Alpine Market,Maria Gonzalez,8283 Main St,Alpine,CA,93714,Alpine,(707) 852-5963,2019-07-19,2024-07-09
47-113570,47,On-Sale General - Restaurant,ACTIVE,The Alpine Tavern,Steven Taylor,7092 Center Rd,Alpine,CA,94564,Alpine,(707) 670-9843,2024-04-04,2025-04-12
58-830786,58,Caterer's Beer & Wine,ACTIVE,Alpine Bar Inc,Christopher Jackson,5075 Broad Blvd,Alpine,CA,93766,Alpine,(707) 427-8942,2020-12-18,2025-08-27
41-818542,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Alpine Tavern,Steven Davis,1166 Center Ln,Alpine,CA,93836,Alpine,(530) 747-7125,2018-01-06,2025-01-19
47-948020,47,On-Sale General - Restaurant,ACTIVE,Alpine Bar,David Davis,5103 Main Ln,Alpine,CA,95254,Alpine,(530) 724-4192,2012-01-23,2024-03-04
75-503059,75,Event Permit Holder,ACTIVE,The Alpine Bar LLC,Matthew Taylor,6487 Center St,Alpine,CA,91328,Alpine,(916) 789-6173,2024-02-02,2025-02-17
47-950245,47,On-Sale General - Restaurant,ACTIVE,Alpine Cafe LLC,Maria Gonzalez,5723 Main St,Alpine,CA,94623,Alpine,(760) 987-1421,2013-07-18,2026-11-18
21-225339,21,Off-Sale General,ACTIVE,The Alpine Bar Inc,Maria Taylor,5412 Broad Blvd,Alpine,CA,90901,Alpine,(442) 695-3123,2018-12-18,2024-09-04
20-934622,20,Off-Sale Beer & Wine,ACTIVE,Alpine Restaurant LLC,Christopher Rodriguez,8854 Main St,Alpine,CA,96180,Alpine,(559) 546-1913,2021-03-04,2026-08-11
75-812184,75,Event Permit Holder,ACTIVE,Alpine Market,James Jackson,3025 Main Ln,Alpine,CA,92621,Alpine,(442) 853-6917,2013-01-21,2024-09-21
75-738999,75,Event Permit Holder,ACTIVE,Alpine Bar Inc,William Wilson,828 Main Dr,Alpine,CA,92813,Alpine,(530) 544-8616,2018-04-11,2025-07-02
48-647105,48,On-Sale General - Bar/Tavern,ACTIVE,Alpine Bar,Michelle Martin,4819 Main Dr,Alpine,CA,94916,Alpine,(442) 996-8095,2024-11-24,2026-12-15
41-379298,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Alpine Tavern LLC,Mark Taylor,6176 Main Pl,Alpine,CA,91263,Alpine,(760) 481-3504,2021-10-26,2024-03-03
58-314765,58,Caterer's Beer & Wine,ACTIVE,The Alpine Restaurant,Robert Hernandez,7144 Broad Way,Alpine,CA,95289,Alpine,(530) 749-8593,2015-03-28,2025-10-25
48-916365,48,On-Sale General - Bar/Tavern,ACTIVE,Alpine Tavern,Maria Wilson,3144 Broad Ave,Alpine,CA,90907,Alpine,(559) 986-5711,2012-06-11,2026-01-05
20-415445,20,Off-Sale Beer & Wine,ACTIVE,The Alpine Tavern,Robert Gonzalez,1997 Center Blvd,Alpine,CA,90335,Alpine,(916) 999-5652,2011-02-25,2025-06-03
75-800219,75,Event Permit Holder,ACTIVE,The Alpine Cafe Inc,Lisa Rodriguez,2202 Broad Ave,Alpine,CA,95820,Alpine,(442) 547-2813,2011-02-10,2026-02-20
47-629369,47,On-Sale General - Restaurant,ACTIVE,The Alpine Tavern,Daniel Wilson,8665 Broad Blvd,Alpine,CA,93684,Alpine,(442) 811-2416,2017-01-17,2025-03-13
20-284931,20,Off-Sale Beer & Wine,ACTIVE,Alpine Market LLC,Lisa Martin,8504 Main St,Alpine,CA,91309,Alpine,(530) 376-5577,2010-04-25,2025-11-12
