license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
41-717413,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Cafe,Kenneth Garcia,8272 Main Ct #666,Rocklin,CA,93545,Placer,(530) 720-3903,2004-02-13,2005-02-13
41-783415,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place LLC,Mark Martin Martinez,4539 6th Pl,Rocklin,CA,91429,Placer,(916) 810-3949,2011-07-01,2012-07-01
41-972174,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Eatery Rocklin,Paul Williams,4023 5th Dr #142,Rocklin,CA,92935,Placer,(916) 691-2618,2010-09-19,2011-09-19
41-556065,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Corner Roseville Group,Anthony Martin,4761 Front St,Roseville,CA,95136,Placer,(916) 685-7836,2010-10-08,2011-10-08
41-811289,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Auburn,Lisa Garcia,8997 4th Rd #981,Auburn,CA,91524,Placer,(916) 375-7938,2007-04-14,2008-04-14
41-434397,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Restaurant,John Lopez,6954 Market Way,Auburn,CA,90685,Placer,(916) 819-3192,2005-03-19,2006-03-19
41-926595,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Kitchen Auburn,John Lopez,6495 Oak Way,Auburn,CA,94886,Placer,(530) 860-4330,2003-09-09,2004-09-09
41-439084,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldBistro Rocklin Valley 35,Steven Davis,4827 Madison Ln #508,Rocklin,CA,93941,Placer,(916) 384-9739,2009-08-25,2010-08-25
41-837316,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Co,Maria Smith,6578 Pico Way,Rocklin,CA,95496,Placer,(916) 732-7985,2004-03-01,2005-03-01
41-532633,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewPlace Inc 81,Anthony Garcia Gonzalez,1060 Mission Rd,Roseville,CA,91980,Placer,(916) 927-2862,2009-02-09,2010-02-09
41-769488,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Roseville Corp,Daniel Smith,8638 Washington Dr,Roseville,CA,93054,Placer,(916) 756-7815,2007-09-11,2008-09-11
41-385827,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Grill Rocklin,James Smith,8075 Oak Pl,Rocklin,CA,91580,Placer,(530) 485-3461,2016-02-17,2017-02-17
41-353268,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldKitchen Company 85,David Anderson,3431 7th Rd #862,Rocklin,CA,94400,Placer,(530) 880-5101,2004-06-22,2005-06-22
41-762634,41,On-Sale Beer & Wine - Eating Place,ACTIVE,OldEatery Rocklin Co 81,William Wilson,7790 Main Dr,Rocklin,CA,92822,Placer,(530) 680-8272,2018-04-04,2019-04-04
41-902602,41,On-Sale Beer & Wine - Eating Place,ACTIVE,Place Co,William Jackson Gonzalez,6007 State Ct,Roseville,CA,95850,Placer,(916) 685-2460,2019-10-04,2020-10-04
41-479126,41,On-Sale Beer & Wine - Eating Place,ACTIVE,TheCafe Rocklin Valley Group 73,Michael Smith,2955 Broadway Ave #761,Rocklin,CA,94083,Placer,(530) 815-4976,2008-11-03,2009-11-03
41-955972,41,On-Sale Beer & Wine - Eating Place,ACTIVE,ThePlace 42,Michael Lopez Taylor,6794 2nd St,Rocklin,CA,91581,Placer,(916) 789-9767,2006-05-07,2007-05-07
41-871105,41,On-Sale Beer & Wine - Eating Place,ACTIVE,NewSpot Rocklin 99,Kenneth Jones,1065 Main Ct,Rocklin,CA,95888,Placer,(530) 924-2812,2020-03-17,2021-03-17
