license_number,license_type,license_type_name,status,business_name,owner_name,address,city,state,zip,county,phone,issue_date,expiration_date
58-897262,58,Caterer's Beer & Wine,ACTIVE,TheEvent Catering Group 36,Lisa Gonzalez Jackson,5223 Mission Dr,Irvine,CA,94241,Orange,(714) 836-5394,2009-07-17,2010-07-17
58-200062,58,Caterer's Beer & Wine,ACTIVE,Catering Company,Maria Brown,5716 Franklin Ln #122,Santa Monica,CA,93507,Los Angeles,(626) 797-9178,2002-11-18,2003-11-18
58-264228,58,Caterer's Beer & Wine,ACTIVE,Catering,John Wilson,2588 Ocean Ct,Palm Springs,CA,93976,Riverside,(951) 961-6353,2000-05-17,2001-05-17
58-562987,58,Caterer's Beer & Wine,ACTIVE,Party Services,Matthew Thomas Moore,6661 Washington Ln #328,Chula Vista,CA,95127,San Diego,(619) 718-6631,2009-04-23,2010-04-23
58-602457,58,Caterer's Beer & Wine,ACTIVE,OldCatering Roseville Valley 15,Matthew Brown,7086 Sunset Blvd,Roseville,CA,92190,Sacramento,(916) 432-5373,2018-11-25,2019-11-25
58-292572,58,Caterer's Beer & Wine,ACTIVE,Catering Los Angeles,Robert Williams,4967 1st Ave #529,Los Angeles,CA,92505,Los Angeles,(424) 212-6412,2000-04-19,2001-04-19
58-339316,58,Caterer's Beer & Wine,ACTIVE,Party Services Riverside 25,Jennifer Lopez,1731 Market Ct,Palm Springs,CA,93720,Riverside,(951) 292-2492,2009-07-15,2010-07-15
58-290295,58,Caterer's Beer & Wine,ACTIVE,Catering,Andrew Jones,1708 Maple Pl #299,Daly City,CA,90787,San Mateo,(650) 429-5647,2015-06-10,2016-06-10
58-693770,58,Caterer's Beer & Wine,ACTIVE,Event Catering San Diego,Kenneth Anderson,3543 5th Blvd,San Diego,CA,90549,San Diego,(858) 800-1409,2008-01-16,2009-01-16
58-168944,58,Caterer's Beer & Wine,ACTIVE,Events & Catering San Jose Heights,Steven Wilson,6505 Lincoln Dr,San Jose,CA,95630,Santa Clara,(669) 966-7225,2015-06-07,2016-06-07
58-296796,58,Caterer's Beer & Wine,ACTIVE,Catering Company Ontario,Steven Jackson,7863 Main Dr,Ontario,CA,92239,San Bernardino,(909) 584-1370,2021-07-12,2022-07-12
58-764863,58,Caterer's Beer & Wine,ACTIVE,OldEvents & Catering Corp 75,Paul Anderson,4319 Sunset Pl,Madera,CA,90029,Fresno,(559) 444-7818,2023-10-14,2024-10-14
58-710529,58,Caterer's Beer & Wine,ACTIVE,Party Services Irvine Group,Paul Davis,5555 Broadway Dr,Irvine,CA,92497,Orange,(657) 670-6220,2013-02-12,2014-02-12
58-613754,58,Caterer's Beer & Wine,ACTIVE,Catering Burbank Hills,Maria Moore Williams,1507 Madison Ave,Burbank,CA,96136,Los Angeles,(626) 894-9718,2013-03-12,2014-03-12
58-237566,58,Caterer's Beer & Wine,ACTIVE,OldBanquets Escondido LLC 71,Anthony Johnson,3361 Washington Rd,Escondido,CA,91916,San Diego,(619) 572-2986,2000-04-08,2001-04-08
58-534731,58,Caterer's Beer & Wine,ACTIVE,Banquets Temecula,John Davis,2058 1st St,Temecula,CA,90868,Riverside,(951) 254-1766,2011-08-20,2012-08-20
58-475178,58,Caterer's Beer & Wine,ACTIVE,Events & Catering,Lisa Martin,8807 Broadway Blvd #476,Santa Ana,CA,92377,Orange,(657) 468-8286,2016-09-01,2017-09-01
58-117741,58,Caterer's Beer & Wine,ACTIVE,Catering Company,Steven Thomas Miller,4381 Market Dr #896,Elk Grove,CA,90487,Sacramento,(916) 464-6190,2021-12-06,2022-12-06
58-397115,58,Caterer's Beer & Wine,ACTIVE,Catering,Matthew Wilson,6598 Lincoln Way #402,Los Angeles,CA,93256,Los Angeles,(424) 997-7586,2014-10-07,2015-10-07
58-433681,58,Caterer's Beer & Wine,ACTIVE,OldParty Services Pasadena 22,Steven Anderson,5999 4th Ln,Pasadena,CA,95840,Los Angeles,(323) 616-2124,2014-12-27,2015-12-27
58-426141,58,Caterer's Beer & Wine,ACTIVE,Catering Corp,Robert Smith Johnson,6289 Jefferson Pl,Pasadena,CA,95633,Los Angeles,(626) 937-3289,2022-03-17,2023-03-17
58-829580,58,Caterer's Beer & Wine,ACTIVE,Party Services,Andrew Moore,5387 Washington Ave,San Diego,CA,93481,San Diego,(619) 537-7396,2023-11-09,2024-11-09
58-311060,58,Caterer's Beer & Wine,ACTIVE,Banquets Santa Rosa Hills,Maria Rodriguez Wilson,3488 7th Ln #859,Santa Rosa,CA,90502,Sonoma,(707) 343-9915,2014-08-07,2015-08-07
58-628112,58,Caterer's Beer & Wine,ACTIVE,Party Services Pasadena Corp,John Garcia,3825 4th Pl,Pasadena,CA,95828,Los Angeles,(424) 831-8298,2020-04-27,2021-04-27
58-305873,58,Caterer's Beer & Wine,ACTIVE,Event Catering Santa Ana Hills Co,Lisa Rodriguez Thomas,3010 Lincoln Rd #778,Santa Ana,CA,93272,Orange,(657) 457-4894,2023-01-26,2024-01-26
58-384686,58,Caterer's Beer & Wine,ACTIVE,Catering,James Williams,399 Pico Ave,Los Angeles,CA,94903,Los Angeles,(661) 611-4247,2017-02-21,2018-02-21
58-716874,58,Caterer's Beer & Wine,ACTIVE,Event Catering,Lisa Johnson,6077 Hollywood Dr,Roseville,CA,95822,Placer,(530) 498-3662,2009-01-19,2010-01-19
58-179242,58,Caterer's Beer & Wine,ACTIVE,Catering Los Angeles Corp,Mark Garcia,1288 Jefferson Dr,Los Angeles,CA,91330,Los Angeles,(323) 767-1969,2024-12-22,2025-12-22
58-673111,58,Caterer's Beer & Wine,ACTIVE,Banquets Los Angeles,Michelle Moore,4184 1st Rd #791,Los Angeles,CA,91507,Los Angeles,(661) 533-5912,2004-01-26,2005-01-26
58-351320,58,Caterer's Beer & Wine,ACTIVE,Party Services LLC,Maria Lopez,2965 Lincoln Blvd,Santa Maria,CA,91253,Santa Barbara,(820) 264-9418,2006-09-05,2007-09-05
58-193904,58,Caterer's Beer & Wine,ACTIVE,Catering Company Alameda,John Thomas,4652 Lincoln Rd #961,Oakland,CA,90199,Alameda,(510) 454-2804,2022-04-24,2023-04-24
58-674984,58,Caterer's Beer & Wine,ACTIVE,TheParty Services Los Angeles 87,James Lopez,612 Broadway Pl #346,Burbank,CA,90926,Los Angeles,(661) 790-4808,2015-09-02,2016-09-02
58-650456,58,Caterer's Beer & Wine,ACTIVE,Catering Company,Kenneth Wilson,9738 7th Ln,Atascadero,CA,90335,San Luis Obispo,(805) 983-5551,2007-10-03,2008-10-03
58-871339,58,Caterer's Beer & Wine,ACTIVE,OldCatering Company 54,Mark Hernandez,4659 Broadway Dr,Long Beach,CA,90651,Los Angeles,(310) 286-5443,2006-01-06,2007-01-06
58-782037,58,Caterer's Beer & Wine,ACTIVE,TheCatering Newport Beach 75,Christopher Taylor,2283 1st Pl,Newport Beach,CA,93153,Orange,(714) 754-4071,2021-03-25,2022-03-25
58-195666,58,Caterer's Beer & Wine,ACTIVE,Catering Company Co,Jennifer Garcia,6051 6th Ln,Ontario,CA,92669,San Bernardino,(909) 930-5187,2014-04-17,2015-04-17
58-892463,58,Caterer's Beer & Wine,ACTIVE,Events & Catering Long Beach Valley,Christopher Martinez,6362 Wilshire Rd #599,Long Beach,CA,95190,Los Angeles,(818) 271-2814,2019-12-23,2020-12-23
58-577058,58,Caterer's Beer & Wine,ACTIVE,TheEvents & Catering Inc 78,Michael Williams,9938 7th St,Citrus Heights,CA,95012,Sacramento,(279) 380-9555,2020-04-28,2021-04-28
58-422613,58,Caterer's Beer & Wine,ACTIVE,Party Services Company,William Gonzalez,6787 Main St,San Francisco,CA,90218,San Francisco,(628) 237-9436,2008-02-22,2009-02-22
58-991424,58,Caterer's Beer & Wine,ACTIVE,Events & Catering Los Angeles,Kenneth Martin,4347 Maple Ln,Santa Monica,CA,92302,Los Angeles,(310) 348-7799,2021-10-08,2022-10-08
58-935314,58,Caterer's Beer & Wine,ACTIVE,Banquets Temecula Valley Inc,Paul Jones,8895 Market Ct,Temecula,CA,93333,Riverside,(760) 259-6294,2002-12-24,2003-12-24
58-823527,58,Caterer's Beer & Wine,ACTIVE,NewCatering Los Angeles 49,Robert Wilson Williams,3895 3rd Blvd,Los Angeles,CA,94344,Los Angeles,(424) 756-4269,2012-04-26,2013-04-26
58-368217,58,Caterer's Beer & Wine,ACTIVE,Banquets,Maria Smith Davis,9883 Pico Ln,Santa Barbara,CA,94619,Santa Barbara,(820) 582-1524,2010-08-06,2011-08-06
58-480395,58,Caterer's Beer & Wine,ACTIVE,Catering San Bernardino,Mark Jones,4510 Wilshire Ave #943,Ontario,CA,95773,San Bernardino,(909) 654-5172,2015-06-10,2016-06-10
58-201470,58,Caterer's Beer & Wine,ACTIVE,Catering,Lisa Rodriguez,2527 Pico Ave #189,Santa Monica,CA,90780,Los Angeles,(310) 556-7593,2011-03-17,2012-03-17
58-682731,58,Caterer's Beer & Wine,ACTIVE,NewEvents & Catering Corp 86,Maria Martin,6321 Maple Dr,San Francisco,CA,95908,San Francisco,(628) 545-7825,2017-03-05,2018-03-05
58-226436,58,Caterer's Beer & Wine,ACTIVE,Banquets Mountain View,Robert Taylor,3877 State St,Mountain View,CA,90870,Santa Clara,(408) 453-5066,2009-02-25,2010-02-25
58-487291,58,Caterer's Beer & Wine,ACTIVE,OldEvent Catering Co 62,Steven Jackson,7472 5th Rd,Newport Beach,CA,94967,Orange,(657) 895-2801,2012-09-19,2013-09-19
58-803905,58,Caterer's Beer & Wine,ACTIVE,OldBanquets San Bernardino Inc 76,Andrew Thomas,4961 Franklin Ct,Victorville,CA,92924,San Bernardino,(760) 725-7217,2021-03-08,2022-03-08
58-234169,58,Caterer's Beer & Wine,ACTIVE,Catering 72,Kenneth Brown,1074 Maple Dr,Los Angeles,CA,91997,Los Angeles,(626) 470-5579,2013-10-26,2014-10-26
58-325185,58,Caterer's Beer & Wine,ACTIVE,Events & Catering Inc,William Garcia,3037 4th Ave,Pasadena,CA,95731,Los Angeles,(626) 367-7202,2000-11-09,2001-11-09
58-755265,58,Caterer's Beer & Wine,ACTIVE,Events & Catering Glendale Corp,James Jones Wilson,3386 5th Rd,Glendale,CA,93861,Los Angeles,(213) 343-7889,2021-07-12,2022-07-12
