First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
David,Martinez,david.martinez@example.com,+1 (800) 359-2033,Martinez Healthcare,Minneapolis,Hennepin County,MN,US,11888,"County_Lead, Healthcare","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
William,Davis,william.davis@example.com,+1 (932) 522-2554,Davis Construction,Minneapolis,Hennepin County,MN,US,24041,"County_Lead, Construction","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
David,Jones,david.jones@example.com,+1 (475) 219-3657,Jones Real Estate,Minneapolis,Hennepin County,MN,US,65452,"County_Lead, Real Estate","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Joseph,Jones,joseph.jones@example.com,+1 (443) 735-6384,Jones Healthcare,Minneapolis,Hennepin County,MN,US,10330,"County_Lead, Healthcare","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Robert,Miller,robert.miller@example.com,+1 (235) 979-8209,Miller Construction,Minneapolis,Hennepin County,MN,US,64275,"County_Lead, Construction","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Jessica,Brown,jessica.brown@example.com,+1 (530) 389-3473,Brown Technology,Minneapolis,Hennepin County,MN,US,65347,"County_Lead, Technology","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Joseph,Rodriguez,joseph.rodriguez@example.com,+1 (945) 648-5558,Rodriguez Technology,Minneapolis,Hennepin County,MN,US,13775,"County_Lead, Technology","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Charles,Jones,charles.jones@example.com,+1 (814) 594-5609,Jones Education,Minneapolis,Hennepin County,MN,US,18026,"County_Lead, Education","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Richard,Smith,richard.smith@example.com,+1 (344) 826-6319,Smith Retail,Minneapolis,Hennepin County,MN,US,21874,"County_Lead, Retail","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
Linda,Johnson,linda.johnson@example.com,+1 (594) 171-7697,Johnson Construction,Minneapolis,Hennepin County,MN,US,23235,"County_Lead, Construction","Pop: 1,268,000, Seat: Minneapolis",County_Aware_Scraper
