First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Charles,Garcia,charles.garcia@example.com,+1 (449) 429-3692,Garcia Technology,Cleveland,Cuyahoga County,OH,US,15291,"County_Lead, Technology","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Linda,Johnson,linda.johnson@example.com,+1 (354) 811-6032,Johnson Retail,Cleveland,Cuyahoga County,OH,US,58061,"County_Lead, Retail","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Joseph,Jones,joseph.jones@example.com,+1 (869) 456-6234,Jones Professional Services,Cleveland,Cuyahoga County,OH,US,60162,"County_Lead, Professional Services","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Thomas,Martinez,thomas.martinez@example.com,+1 (412) 883-8009,Martinez Construction,Cleveland,Cuyahoga County,OH,US,84362,"County_Lead, Construction","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
John,Rodriguez,john.rodriguez@example.com,+1 (304) 807-9432,Rodriguez Technology,Cleveland,Cuyahoga County,OH,US,67472,"County_Lead, Technology","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Richard,Miller,richard.miller@example.com,+1 (394) 670-7683,Miller Healthcare,Cleveland,Cuyahoga County,OH,US,95970,"County_Lead, Healthcare","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Robert,Jones,robert.jones@example.com,+1 (454) 248-7450,Jones Healthcare,Cleveland,Cuyahoga County,OH,US,27791,"County_Lead, Healthcare","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
David,Jones,david.jones@example.com,+1 (323) 217-1097,Jones Education,Cleveland,Cuyahoga County,OH,US,73699,"County_Lead, Education","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Barbara,Brown,barbara.brown@example.com,+1 (375) 813-7224,Brown Healthcare,Cleveland,Cuyahoga County,OH,US,54378,"County_Lead, Healthcare","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
Patricia,Garcia,patricia.garcia@example.com,+1 (545) 536-7733,Garcia Technology,Cleveland,Cuyahoga County,OH,US,46117,"County_Lead, Technology","Pop: 1,235,000, Seat: Cleveland",County_Aware_Scraper
John,Martinez,john.martinez@example.com,+1 (275) 233-8834,Martinez Education,Columbus,Franklin County,OH,US,87416,"County_Lead, Education","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Sarah,Jones,sarah.jones@example.com,+1 (838) 533-9764,Jones Education,Columbus,Franklin County,OH,US,53671,"County_Lead, Education","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Robert,Miller,robert.miller@example.com,+1 (844) 529-2975,Miller Education,Columbus,Franklin County,OH,US,63994,"County_Lead, Education","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Jennifer,Williams,jennifer.williams@example.com,+1 (219) 195-6032,Williams Hospitality,Columbus,Franklin County,OH,US,78379,"County_Lead, Hospitality","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Richard,Rodriguez,richard.rodriguez@example.com,+1 (449) 209-7422,Rodriguez Healthcare,Columbus,Franklin County,OH,US,84388,"County_Lead, Healthcare","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Karen,Davis,karen.davis@example.com,+1 (942) 345-5364,Davis Technology,Columbus,Franklin County,OH,US,40661,"County_Lead, Technology","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Joseph,Martinez,joseph.martinez@example.com,+1 (870) 644-9599,Martinez Healthcare,Columbus,Franklin County,OH,US,55934,"County_Lead, Healthcare","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Patricia,Jones,patricia.jones@example.com,+1 (943) 812-9979,Jones Education,Columbus,Franklin County,OH,US,78616,"County_Lead, Education","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Sarah,Johnson,sarah.johnson@example.com,+1 (842) 878-4940,Johnson Real Estate,Columbus,Franklin County,OH,US,88736,"County_Lead, Real Estate","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
Linda,Rodriguez,linda.rodriguez@example.com,+1 (990) 718-6518,Rodriguez Technology,Columbus,Franklin County,OH,US,43065,"County_Lead, Technology","Pop: 1,316,000, Seat: Columbus",County_Aware_Scraper
