First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Mary,Martinez,mary.martinez@example.com,+1 (496) 671-4855,Martinez Real Estate,Phoenix,Maricopa County,AZ,US,63727,"County_Lead, Real Estate","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Robert,Smith,robert.smith@example.com,+1 (985) 265-8192,Smith Healthcare,Phoenix,Maricopa County,AZ,US,51776,"County_Lead, Healthcare","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
William,Johnson,william.johnson@example.com,+1 (583) 375-3023,Johnson Real Estate,Chandler,Maricopa County,AZ,US,15325,"County_Lead, Real Estate","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Karen,Martinez,karen.martinez@example.com,+1 (664) 264-5025,Martinez Education,Phoenix,Maricopa County,AZ,US,46857,"County_Lead, Education","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Jennifer,Brown,jennifer.brown@example.com,+1 (250) 543-2162,Brown Professional Services,Mesa,Maricopa County,AZ,US,38522,"County_Lead, Professional Services","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Jessica,Johnson,jessica.johnson@example.com,+1 (986) 360-4354,Johnson Real Estate,Chandler,Maricopa County,AZ,US,76751,"County_Lead, Real Estate","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Sarah,Martinez,sarah.martinez@example.com,+1 (941) 383-6469,Martinez Healthcare,Phoenix,Maricopa County,AZ,US,64991,"County_Lead, Healthcare","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Michael,Garcia,michael.garcia@example.com,+1 (623) 654-8538,Garcia Technology,Phoenix,Maricopa County,AZ,US,70554,"County_Lead, Technology","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Susan,Martinez,susan.martinez@example.com,+1 (701) 422-4728,Martinez Hospitality,Phoenix,Maricopa County,AZ,US,91565,"County_Lead, Hospitality","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
Joseph,Williams,joseph.williams@example.com,+1 (466) 957-3463,Williams Manufacturing,Mesa,Maricopa County,AZ,US,73916,"County_Lead, Manufacturing","Pop: 4,561,000, Seat: Phoenix",County_Aware_Scraper
