First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Jessica,Johnson,jessica.johnson@example.com,+1 (446) 337-1073,Johnson Professional Services,Kent,King County,WA,US,55393,"County_Lead, Professional Services","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Mary,Garcia,mary.garcia@example.com,+1 (598) 988-9282,Garcia Retail,Kent,King County,WA,US,13595,"County_Lead, Retail","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Robert,Brown,robert.brown@example.com,+1 (374) 783-9353,Brown Retail,Seattle,King County,WA,US,81769,"County_Lead, Retail","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Patricia,Garcia,patricia.garcia@example.com,+1 (226) 871-9454,Garcia Healthcare,Bellevue,King County,WA,US,73309,"County_Lead, Healthcare","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Mary,Williams,mary.williams@example.com,+1 (854) 957-2976,Williams Real Estate,Kent,King County,WA,US,27685,"County_Lead, Real Estate","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
John,Davis,john.davis@example.com,+1 (742) 292-2001,Davis Hospitality,Seattle,King County,WA,US,47095,"County_Lead, Hospitality","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Elizabeth,Davis,elizabeth.davis@example.com,+1 (270) 974-4894,Davis Professional Services,Bellevue,King County,WA,US,55141,"County_Lead, Professional Services","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
James,Williams,james.williams@example.com,+1 (787) 170-1837,Williams Hospitality,Bellevue,King County,WA,US,16389,"County_Lead, Hospitality","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Sarah,Garcia,sarah.garcia@example.com,+1 (687) 775-1433,Garcia Finance,Bellevue,King County,WA,US,66828,"County_Lead, Finance","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
Elizabeth,Miller,elizabeth.miller@example.com,+1 (714) 687-3204,Miller Technology,Seattle,King County,WA,US,74482,"County_Lead, Technology","Pop: 2,261,000, Seat: Seattle",County_Aware_Scraper
