First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Thomas,Davis,thomas.davis@example.com,+1 (900) 463-8819,Davis Healthcare,Roswell,Fulton County,GA,US,37059,"County_Lead, Healthcare","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
James,Williams,james.williams@example.com,+1 (201) 549-1328,Williams Construction,Roswell,Fulton County,GA,US,25630,"County_Lead, Construction","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Mary,Martinez,mary.martinez@example.com,+1 (599) 573-5052,Martinez Professional Services,Roswell,Fulton County,GA,US,66287,"County_Lead, Professional Services","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Richard,Williams,richard.williams@example.com,+1 (444) 901-5421,Williams Education,Roswell,Fulton County,GA,US,60696,"County_Lead, Education","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Susan,Smith,susan.smith@example.com,+1 (459) 296-6079,Smith Manufacturing,Roswell,Fulton County,GA,US,53088,"County_Lead, Manufacturing","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Joseph,Brown,joseph.brown@example.com,+1 (921) 423-9444,Brown Finance,Sandy Springs,Fulton County,GA,US,80336,"County_Lead, Finance","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Sarah,Rodriguez,sarah.rodriguez@example.com,+1 (306) 952-2837,Rodriguez Construction,Roswell,Fulton County,GA,US,74661,"County_Lead, Construction","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Michael,Garcia,michael.garcia@example.com,+1 (406) 574-2219,Garcia Real Estate,Atlanta,Fulton County,GA,US,61985,"County_Lead, Real Estate","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
Joseph,Garcia,joseph.garcia@example.com,+1 (456) 708-1383,Garcia Education,Atlanta,Fulton County,GA,US,38963,"County_Lead, Education","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
William,Martinez,william.martinez@example.com,+1 (553) 664-6165,Martinez Technology,Roswell,Fulton County,GA,US,74761,"County_Lead, Technology","Pop: 1,071,000, Seat: Atlanta",County_Aware_Scraper
