First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Sarah,Rodriguez,sarah.rodriguez@example.com,+1 (745) 413-7473,Rodriguez Retail,Charlotte,Mecklenburg County,NC,US,22188,"County_Lead, Retail","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Sarah,Brown,sarah.brown@example.com,+1 (772) 322-3512,Brown Professional Services,Charlotte,Mecklenburg County,NC,US,16890,"County_Lead, Professional Services","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Robert,Miller,robert.miller@example.com,+1 (835) 731-1536,Miller Construction,Charlotte,Mecklenburg County,NC,US,59062,"County_Lead, Construction","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Barbara,Smith,barbara.smith@example.com,+1 (855) 985-8236,Smith Manufacturing,Charlotte,Mecklenburg County,NC,US,31459,"County_Lead, Manufacturing","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Mary,Miller,mary.miller@example.com,+1 (926) 537-2222,Miller Professional Services,Charlotte,Mecklenburg County,NC,US,81853,"County_Lead, Professional Services","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Patricia,Rodriguez,patricia.rodriguez@example.com,+1 (639) 575-8652,Rodriguez Construction,Charlotte,Mecklenburg County,NC,US,18907,"County_Lead, Construction","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Joseph,Brown,joseph.brown@example.com,+1 (534) 883-3720,Brown Technology,Charlotte,Mecklenburg County,NC,US,23522,"County_Lead, Technology","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
William,Miller,william.miller@example.com,+1 (969) 104-4992,Miller Technology,Charlotte,Mecklenburg County,NC,US,85303,"County_Lead, Technology","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Karen,Smith,karen.smith@example.com,+1 (556) 426-1379,Smith Technology,Charlotte,Mecklenburg County,NC,US,53125,"County_Lead, Technology","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
John,Brown,john.brown@example.com,+1 (925) 583-4900,Brown Construction,Charlotte,Mecklenburg County,NC,US,90519,"County_Lead, Construction","Pop: 1,135,000, Seat: Charlotte",County_Aware_Scraper
Karen,Williams,karen.williams@example.com,+1 (462) 658-9983,Williams Finance,Cary,Wake County,NC,US,43996,"County_Lead, Finance","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
David,Garcia,david.garcia@example.com,+1 (943) 320-8262,Garcia Healthcare,Cary,Wake County,NC,US,72593,"County_Lead, Healthcare","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
Sarah,Johnson,sarah.johnson@example.com,+1 (958) 614-9499,Johnson Hospitality,Raleigh,Wake County,NC,US,73979,"County_Lead, Hospitality","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
John,Williams,john.williams@example.com,+1 (380) 596-1350,Williams Manufacturing,Cary,Wake County,NC,US,45630,"County_Lead, Manufacturing","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
Jennifer,Davis,jennifer.davis@example.com,+1 (562) 194-3978,Davis Hospitality,Raleigh,Wake County,NC,US,65129,"County_Lead, Hospitality","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
David,Davis,david.davis@example.com,+1 (825) 774-6793,Davis Hospitality,Cary,Wake County,NC,US,18745,"County_Lead, Hospitality","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
William,Miller,william.miller@example.com,+1 (994) 540-6736,Miller Education,Cary,Wake County,NC,US,41387,"County_Lead, Education","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
Mary,Martinez,mary.martinez@example.com,+1 (541) 201-1900,Martinez Technology,Raleigh,Wake County,NC,US,46532,"County_Lead, Technology","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
Susan,Williams,susan.williams@example.com,+1 (728) 924-5448,Williams Professional Services,Raleigh,Wake County,NC,US,92123,"County_Lead, Professional Services","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
Michael,Martinez,michael.martinez@example.com,+1 (499) 350-4952,Martinez Healthcare,Cary,Wake County,NC,US,20596,"County_Lead, Healthcare","Pop: 1,170,000, Seat: Raleigh",County_Aware_Scraper
