First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
James,Martinez,james.martinez@example.com,+1 (933) 754-9005,Martinez Hospitality,Louisville,Jefferson County,KY,US,15844,"County_Lead, Hospitality","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Karen,Brown,karen.brown@example.com,+1 (395) 290-1479,Brown Technology,Louisville,Jefferson County,KY,US,37344,"County_Lead, Technology","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
John,Smith,john.smith@example.com,+1 (367) 994-2378,Smith Finance,Louisville,Jefferson County,KY,US,56593,"County_Lead, Finance","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Michael,Williams,michael.williams@example.com,+1 (935) 413-4800,Williams Manufacturing,Louisville,Jefferson County,KY,US,22131,"County_Lead, Manufacturing","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Jennifer,Johnson,jennifer.johnson@example.com,+1 (794) 324-2947,Johnson Professional Services,Louisville,Jefferson County,KY,US,46552,"County_Lead, Professional Services","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Richard,Brown,richard.brown@example.com,+1 (322) 644-4835,Brown Education,Louisville,Jefferson County,KY,US,14796,"County_Lead, Education","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
James,Rodriguez,james.rodriguez@example.com,+1 (331) 966-2009,Rodriguez Professional Services,Louisville,Jefferson County,KY,US,78940,"County_Lead, Professional Services","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Charles,Jones,charles.jones@example.com,+1 (502) 897-4075,Jones Manufacturing,Louisville,Jefferson County,KY,US,91884,"County_Lead, Manufacturing","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Mary,Rodriguez,mary.rodriguez@example.com,+1 (618) 748-2029,Rodriguez Finance,Louisville,Jefferson County,KY,US,90674,"County_Lead, Finance","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
Jessica,Smith,jessica.smith@example.com,+1 (397) 861-9189,Smith Real Estate,Louisville,Jefferson County,KY,US,50319,"County_Lead, Real Estate","Pop: 782,000, Seat: Louisville",County_Aware_Scraper
