First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Barbara,Smith,barbara.smith@example.com,+1 (567) 745-8281,Smith Technology,Birmingham,Jefferson County,AL,US,37453,"County_Lead, Technology","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
Susan,Rodriguez,susan.rodriguez@example.com,+1 (838) 273-7423,Rodriguez Finance,Birmingham,Jefferson County,AL,US,20966,"County_Lead, Finance","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
Michael,Rodriguez,michael.rodriguez@example.com,+1 (215) 837-3299,Rodriguez Professional Services,Birmingham,Jefferson County,AL,US,96350,"County_Lead, Professional Services","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
Susan,Garcia,susan.garcia@example.com,+1 (813) 725-5655,Garcia Technology,Birmingham,Jefferson County,AL,US,36900,"County_Lead, Technology","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
Karen,Rodriguez,karen.rodriguez@example.com,+1 (881) 256-9194,Rodriguez Finance,Birmingham,Jefferson County,AL,US,63369,"County_Lead, Finance","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
John,Miller,john.miller@example.com,+1 (724) 693-9142,Miller Manufacturing,Birmingham,Jefferson County,AL,US,83520,"County_Lead, Manufacturing","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
Linda,Jones,linda.jones@example.com,+1 (611) 145-6854,Jones Finance,Birmingham,Jefferson County,AL,US,65975,"County_Lead, Finance","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
John,Brown,john.brown@example.com,+1 (455) 186-8620,Brown Manufacturing,Birmingham,Jefferson County,AL,US,74291,"County_Lead, Manufacturing","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
William,Rodriguez,william.rodriguez@example.com,+1 (933) 507-9128,Rodriguez Hospitality,Birmingham,Jefferson County,AL,US,50738,"County_Lead, Hospitality","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
Robert,Martinez,robert.martinez@example.com,+1 (350) 931-6104,Martinez Manufacturing,Birmingham,Jefferson County,AL,US,70840,"County_Lead, Manufacturing","Pop: 669,000, Seat: Birmingham",County_Aware_Scraper
