First Name,Last Name,Email,Phone,Company,City,County,State,Country,Postal Code,Tags,Notes,Source
Charles,Martinez,charles.martinez@example.com,+1 (417) 861-9684,Martinez Construction,Philadelphia,Philadelphia County,PA,US,54191,"County_Lead, Construction","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Michael,Davis,michael.davis@example.com,+1 (316) 793-8497,Davis Education,Philadelphia,Philadelphia County,PA,US,52243,"County_Lead, Education","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Susan,Rodriguez,susan.rodriguez@example.com,+1 (959) 952-1679,Rodriguez Education,Philadelphia,Philadelphia County,PA,US,39877,"County_Lead, Education","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Robert,Smith,robert.smith@example.com,+1 (679) 440-7820,Smith Manufacturing,Philadelphia,Philadelphia County,PA,US,10664,"County_Lead, Manufacturing","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Robert,Davis,robert.davis@example.com,+1 (753) 365-4599,Davis Education,Philadelphia,Philadelphia County,PA,US,89772,"County_Lead, Education","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Charles,Martinez,charles.martinez@example.com,+1 (867) 577-6345,Martinez Retail,Philadelphia,Philadelphia County,PA,US,40337,"County_Lead, Retail","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Jennifer,Davis,jennifer.davis@example.com,+1 (875) 910-1592,Davis Real Estate,Philadelphia,Philadelphia County,PA,US,22786,"County_Lead, Real Estate","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Patricia,Martinez,patricia.martinez@example.com,+1 (643) 871-7085,Martinez Hospitality,Philadelphia,Philadelphia County,PA,US,70843,"County_Lead, Hospitality","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Jennifer,Martinez,jennifer.martinez@example.com,+1 (789) 535-2431,Martinez Retail,Philadelphia,Philadelphia County,PA,US,53721,"County_Lead, Retail","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Patricia,Rodriguez,patricia.rodriguez@example.com,+1 (977) 765-2617,Rodriguez Education,Philadelphia,Philadelphia County,PA,US,59372,"County_Lead, Education","Pop: 1,584,000, Seat: Philadelphia",County_Aware_Scraper
Karen,Miller,karen.miller@example.com,+1 (918) 241-6657,Miller Education,Pittsburgh,Allegheny County,PA,US,60621,"County_Lead, Education","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Michael,Davis,michael.davis@example.com,+1 (773) 309-6744,Davis Healthcare,Pittsburgh,Allegheny County,PA,US,26399,"County_Lead, Healthcare","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Linda,Davis,linda.davis@example.com,+1 (497) 337-2615,Davis Real Estate,Pittsburgh,Allegheny County,PA,US,45379,"County_Lead, Real Estate","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Patricia,Davis,patricia.davis@example.com,+1 (400) 661-8181,Davis Hospitality,Pittsburgh,Allegheny County,PA,US,91944,"County_Lead, Hospitality","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Elizabeth,Johnson,elizabeth.johnson@example.com,+1 (984) 876-9777,Johnson Retail,Pittsburgh,Allegheny County,PA,US,35127,"County_Lead, Retail","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Sarah,Brown,sarah.brown@example.com,+1 (217) 235-1803,Brown Retail,Pittsburgh,Allegheny County,PA,US,38676,"County_Lead, Retail","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Jennifer,Garcia,jennifer.garcia@example.com,+1 (900) 947-4836,Garcia Professional Services,Pittsburgh,Allegheny County,PA,US,83411,"County_Lead, Professional Services","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Mary,Miller,mary.miller@example.com,+1 (955) 148-3450,Miller Manufacturing,Pittsburgh,Allegheny County,PA,US,10373,"County_Lead, Manufacturing","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Patricia,Miller,patricia.miller@example.com,+1 (905) 517-7184,Miller Construction,Pittsburgh,Allegheny County,PA,US,62358,"County_Lead, Construction","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
Patricia,Smith,patricia.smith@example.com,+1 (663) 595-9036,Smith Finance,Pittsburgh,Allegheny County,PA,US,51862,"County_Lead, Finance","Pop: 1,223,000, Seat: Pittsburgh",County_Aware_Scraper
