First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Kimberly,Morales,kimberly.morales@kw.com,(702) 273-8881,Realty One Group,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 14 years, Transactions: 39, Volume: $14,765,907",CREAM_RealEstate
Jonathan,Perez,jonathan89@remax.net,(601) 495-6316,Realty One Group,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 24 years, Transactions: 28, Volume: $12,779,102",CREAM_RealEstate
Samantha,Stewart,samanthas@compass.com,(951) 635-1471,Century 21,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 42, Volume: $11,643,420",CREAM_RealEstate
Nicholas,Bennett,bennett.nicholas@outlook.com,(201) 504-4944,Century 21,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 22 years, Transactions: 13, Volume: $10,210,149",CREAM_RealEstate
Emily,Gonzalez,emilyg@hotmail.com,(775) 833-5908,Zillow Premier,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 10 years, Transactions: 48, Volume: $3,694,956",CREAM_RealEstate
Dennis,White,dennisw@kw.com,(304) 596-7019,KB Home,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 2 years, Transactions: 15, Volume: $1,346,430",CREAM_RealEstate
Donald,Hall,donald.hall@redfin.com,(828) 416-9641,Compass,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 24 years, Transactions: 13, Volume: $5,867,541",CREAM_RealEstate
Donald,Brooks,donaldb@realtyonegroup.com,(585) 895-3587,Century Communities,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 16 years, Transactions: 26, Volume: $12,105,475",CREAM_RealEstate
Sharon,Miller,sharonm@kw.com,(570) 469-9593,Coldwell Banker,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 32, Volume: $13,165,166",CREAM_RealEstate
Janet,Thomas,janet.thomas@hotmail.com,(973) 369-1145,Berkshire Hathaway,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 9 years, Transactions: 44, Volume: $3,789,657",CREAM_RealEstate
Karen,Bennett,karenb@redfin.com,(706) 792-7824,The Agency,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 2 years, Transactions: 6, Volume: $686,663",CREAM_RealEstate
Thomas,Brown,tbrown@outlook.com,(717) 585-3556,Taylor Morrison,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 0 years, Transactions: 5, Volume: $426,905",CREAM_RealEstate
Karen,Nguyen,karenn@remax.net,(813) 541-3461,M/I Homes,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 22 years, Transactions: 33, Volume: $4,568,849",CREAM_RealEstate
Gregory,Thomas,gregory.thomas@kw.com,(907) 860-4344,Nest Seekers,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 49, Volume: $12,786,459",CREAM_RealEstate
Debra,Robinson,debra47@berkshirehathawayhs.com,(941) 352-6202,The Agency,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 18 years, Transactions: 21, Volume: $5,598,353",CREAM_RealEstate
Gregory,Roberts,gregory.roberts@yahoo.com,(740) 711-3441,M/I Homes,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 0 years, Transactions: 3, Volume: $283,764",CREAM_RealEstate
Karen,Collins,karen.collins@yahoo.com,(806) 589-8661,Lennar,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 7 years, Transactions: 41, Volume: $2,244,853",CREAM_RealEstate
Sarah,Smith,smith.sarah@berkshirehathawayhs.com,(401) 330-7002,Coldwell Banker,Louisville,KY,"Priority_C, CREAM, RealEstate","Experience: 20 years, Transactions: 24, Volume: $10,637,230",CREAM_RealEstate
