First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Kathleen,Scott,kathleen49@elliman.com,(956) 944-7891,Lennar,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 2 years, Transactions: 12, Volume: $1,755,703",CREAM_RealEstate
Stephen,Bennett,stephen.bennett@remax.net,(410) 593-4175,NVR,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 17 years, Transactions: 40, Volume: $11,695,520",CREAM_RealEstate
Samantha,Evans,samanthae@sothebysrealty.com,(954) 754-6428,D.R. Horton,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 6 years, Transactions: 46, Volume: $8,796,094",CREAM_RealEstate
Anna,Moore,amoore@outlook.com,(334) 937-4786,Meritage Homes,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 7 years, Transactions: 27, Volume: $5,953,675",CREAM_RealEstate
Jennifer,Phillips,jennifer13@realtyonegroup.com,(502) 461-6914,LGI Homes,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 21 years, Transactions: 26, Volume: $5,699,618",CREAM_RealEstate
Joshua,Gomez,joshua.gomez@exprealty.com,(415) 341-3493,CalAtlantic Homes,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 17 years, Transactions: 35, Volume: $3,211,068",CREAM_RealEstate
Sarah,Wilson,wilson.sarah@gmail.com,(806) 537-5825,United Real Estate,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 25 years, Transactions: 29, Volume: $11,116,208",CREAM_RealEstate
Michael,Collins,mcollins@remax.net,(434) 598-6108,Lennar,Nashville,TN,"Priority_A, CREAM, RealEstate","Experience: 5 years, Transactions: 25, Volume: $12,131,028",CREAM_RealEstate
Ronald,Howard,rhoward@yahoo.com,(770) 652-1725,ERA,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 14 years, Transactions: 42, Volume: $9,319,689",CREAM_RealEstate
Dennis,Miller,dennism@exprealty.com,(409) 657-9479,D.R. Horton,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 10, Volume: $8,038,820",CREAM_RealEstate
Joshua,Allen,jallen@exprealty.com,(615) 607-1471,Pulte Homes,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 2 years, Transactions: 6, Volume: $1,243,124",CREAM_RealEstate
Margaret,Ramirez,mramirez@remax.net,(585) 593-9707,Compass,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 13 years, Transactions: 21, Volume: $11,157,796",CREAM_RealEstate
Linda,Cooper,lcooper@yahoo.com,(607) 798-8430,M/I Homes,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 38, Volume: $11,521,925",CREAM_RealEstate
Samuel,Parker,parker.samuel@gmail.com,(714) 216-9540,CalAtlantic Homes,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 1 years, Transactions: 3, Volume: $478,924",CREAM_RealEstate
Timothy,Reed,timothyr@weichert.com,(843) 255-9992,Vylla Home,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 25 years, Transactions: 11, Volume: $4,131,151",CREAM_RealEstate
Margaret,Gomez,margaret.gomez@weichert.com,(620) 489-3331,Better Homes & Gardens,Memphis,TN,"Priority_C, CREAM, RealEstate","Experience: 20 years, Transactions: 16, Volume: $5,882,604",CREAM_RealEstate
