First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Maria,Rivera,maria.rivera@compass.com,(717) 478-9793,ERA,Cleveland,OH,"Priority_B, CREAM, RealEstate","Experience: 23 years, Transactions: 34, Volume: $12,241,968",CREAM_RealEstate
Timothy,Rogers,trogers@homesmart.com,(575) 987-6966,Pulte Homes,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 17 years, Transactions: 18, Volume: $7,030,357",CREAM_RealEstate
Ryan,Watson,rwatson@exprealty.com,(309) 832-6947,Realty One Group,Cincinnati,OH,"Priority_B, CREAM, RealEstate","Experience: 2 years, Transactions: 10, Volume: $1,675,854",CREAM_RealEstate
Robert,Thomas,robert75@homesmart.com,(843) 761-1411,Tri Pointe Homes,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 1 years, Transactions: 1, Volume: $440,832",CREAM_RealEstate
Anthony,Rivera,anthony.rivera@hotmail.com,(707) 515-1885,Keller Williams,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 18 years, Transactions: 43, Volume: $10,918,168",CREAM_RealEstate
Aaron,Taylor,aaront@realtyonegroup.com,(843) 350-3211,United Real Estate,Cincinnati,OH,"Priority_B, CREAM, RealEstate","Experience: 21 years, Transactions: 45, Volume: $5,777,407",CREAM_RealEstate
Jerry,Green,jerry.green@weichert.com,(229) 268-8831,Keller Williams,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 12 years, Transactions: 15, Volume: $11,324,851",CREAM_RealEstate
Katherine,Castillo,katherine.castillo@hotmail.com,(248) 751-1280,Zillow Premier,Cincinnati,OH,"Priority_B, CREAM, RealEstate","Experience: 10 years, Transactions: 20, Volume: $4,005,660",CREAM_RealEstate
Gary,Turner,garyt@compass.com,(254) 302-1221,D.R. Horton,Cincinnati,OH,"Priority_B, CREAM, RealEstate","Experience: 0 years, Transactions: 4, Volume: $85,678",CREAM_RealEstate
Raymond,Ramirez,raymondr@century21.com,(725) 632-2685,Taylor Morrison,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 11 years, Transactions: 42, Volume: $4,163,347",CREAM_RealEstate
Patricia,Bennett,pbennett@century21.com,(754) 683-8219,LGI Homes,Cleveland,OH,"Priority_B, CREAM, RealEstate","Experience: 20 years, Transactions: 48, Volume: $4,279,996",CREAM_RealEstate
Mary,Mitchell,mary71@exprealty.com,(270) 904-6627,Compass,Cincinnati,OH,"Priority_B, CREAM, RealEstate","Experience: 6 years, Transactions: 31, Volume: $5,975,269",CREAM_RealEstate
Melissa,Martinez,melissam@realtyonegroup.com,(410) 738-4878,eXp Realty,Cleveland,OH,"Priority_B, CREAM, RealEstate","Experience: 7 years, Transactions: 12, Volume: $6,180,364",CREAM_RealEstate
Larry,Carter,larry.carter@homesmart.com,(681) 794-6546,Keller Williams,Columbus,OH,"Priority_B, CREAM, RealEstate","Experience: 6 years, Transactions: 38, Volume: $11,253,543",CREAM_RealEstate
