First Name,Last Name,Email,Phone,Company,City,State,Country,Postal Code,Tags,Notes,Source
James,Roy,jroy@atlanticfisheries.ca,+1 (506) 393-2399,Atlantic Fisheries,Moncton,NB,CA,E3A 4N0,"Priority_C, Canada, Fishing","Industry: Fishing, Province: New Brunswick",Canada_Business_Directory
Catherine,Davis,cdavis@atlanticfisheries.ca,+1 (506) 818-8638,Atlantic Fisheries,Saint John,NB,CA,E6A 2V0,"Priority_C, Canada, Fishing","Industry: Fishing, Province: New Brunswick",Canada_Business_Directory
David,Gagnon,gagnon.david@mapletechsolutions.com,+1 (506) 471-1392,Maple Tech Solutions,Fredericton,NB,CA,E9K 4N2,"Priority_A, Canada, Technology","Industry: Technology, Province: New Brunswick",Canada_Business_Directory
Nathalie,Morin,nathalie.morin@northernminingcorp.ca,+1 (506) 908-1289,Northern Mining Corp,Moncton,NB,CA,E3M 1A1,"Priority_A, Canada, Mining","Industry: Mining, Province: New Brunswick",Canada_Business_Directory
Julie,Murphy,julie.murphy@quebecmanufacturing.ca,+1 (506) 492-3490,Quebec Manufacturing,Saint John,NB,CA,E3P 1P8,"Priority_B, Canada, Manufacturing","Industry: Manufacturing, Province: New Brunswick",Canada_Business_Directory
Julie,Roy,julie.roy@mapletechsolutions.ca,+1 (506) 796-5234,Maple Tech Solutions,Moncton,NB,CA,E4T 5R5,"Priority_A, Canada, Technology","Industry: Technology, Province: New Brunswick",Canada_Business_Directory
Sarah,Johnson,sjohnson@northernminingcorp.ca,+1 (506) 589-9518,Northern Mining Corp,Fredericton,NB,CA,E5U 3M7,"Priority_B, Canada, Mining","Industry: Mining, Province: New Brunswick",Canada_Business_Directory
Emma,Côté,côté.emma@mapletechsolutions.com,+1 (506) 356-9401,Maple Tech Solutions,Fredericton,NB,CA,E6M 2D2,"Priority_C, Canada, Technology","Industry: Technology, Province: New Brunswick",Canada_Business_Directory
Anne,Gauthier,anne.gauthier@mapletechsolutions.ca,+1 (506) 776-5603,Maple Tech Solutions,Saint John,NB,CA,E1P 5P9,"Priority_B, Canada, Technology","Industry: Technology, Province: New Brunswick",Canada_Business_Directory
Daniel,Chen,dchen@quebecmanufacturing.ca,+1 (506) 530-2545,Quebec Manufacturing,Fredericton,NB,CA,E1B 5S5,"Priority_C, Canada, Manufacturing","Industry: Manufacturing, Province: New Brunswick",Canada_Business_Directory
Pierre,Wilson,pwilson@atlanticfisheries.ca,+1 (506) 347-2049,Atlantic Fisheries,Saint John,NB,CA,E9N 2Z1,"Priority_A, Canada, Fishing","Industry: Fishing, Province: New Brunswick",Canada_Business_Directory
Marie,Brown,mbrown@mapletechsolutions.ca,+1 (506) 623-9296,Maple Tech Solutions,Fredericton,NB,CA,E1V 6S1,"Priority_A, Canada, Technology","Industry: Technology, Province: New Brunswick",Canada_Business_Directory
