First Name,Last Name,Email,Phone,Company,City,State,Country,Postal Code,Tags,Notes,Source
Sophie,O'Brien,so'brien@northernminingcorp.ca,+1 (647) 359-1331,Northern Mining Corp,Brampton,ON,CA,K1Z 9L4,"Priority_B, Canada, Mining","Industry: Mining, Province: Ontario",Canada_Business_Directory
Jean,Gagné,gagné.jean@mapletechsolutions.com,+1 (343) 761-6480,Maple Tech Solutions,Hamilton,ON,CA,P6E 6S1,"Priority_B, Canada, Technology","Industry: Technology, Province: Ontario",Canada_Business_Directory
David,Gagné,gagné.david@quebecmanufacturing.com,+1 (647) 782-5293,Quebec Manufacturing,Markham,ON,CA,P5W 2Z5,"Priority_A, Canada, Manufacturing","Industry: Manufacturing, Province: Ontario",Canada_Business_Directory
Olivia,Bouchard,obouchard@mapletechsolutions.ca,+1 (613) 733-4283,Maple Tech Solutions,Markham,ON,CA,N5V 9V0,"Priority_A, Canada, Technology","Industry: Technology, Province: Ontario",Canada_Business_Directory
Sarah,Bouchard,sarah.bouchard@prairieagricultureco.ca,+1 (647) 634-1486,Prairie Agriculture Co,Mississauga,ON,CA,M4V 7H9,"Priority_B, Canada, Agriculture","Industry: Agriculture, Province: Ontario",Canada_Business_Directory
Daniel,Gauthier,gauthier.daniel@prairieagricultureco.com,+1 (416) 254-1168,Prairie Agriculture Co,Ottawa,ON,CA,P8Z 7B0,"Priority_A, Canada, Agriculture","Industry: Agriculture, Province: Ontario",Canada_Business_Directory
Christopher,Gagné,gagné.christopher@pacificsoftwareinc.com,+1 (343) 473-9443,Pacific Software Inc,Hamilton,ON,CA,N6L 9U8,"Priority_B, Canada, Technology","Industry: Technology, Province: Ontario",Canada_Business_Directory
Olivia,Fortin,olivia.fortin@northernminingcorp.ca,+1 (613) 900-3187,Northern Mining Corp,Toronto,ON,CA,P9T 3T7,"Priority_B, Canada, Mining","Industry: Mining, Province: Ontario",Canada_Business_Directory
Thomas,O'Brien,o'brien.thomas@mapletechsolutions.com,+1 (437) 358-8554,Maple Tech Solutions,Ottawa,ON,CA,P8H 7Z6,"Priority_C, Canada, Technology","Industry: Technology, Province: Ontario",Canada_Business_Directory
Marie,Tremblay,mtremblay@mapletechsolutions.ca,+1 (416) 567-7768,Maple Tech Solutions,Brampton,ON,CA,M6U 3J5,"Priority_C, Canada, Technology","Industry: Technology, Province: Ontario",Canada_Business_Directory
Marie,Chen,mchen@prairieagricultureco.ca,+1 (437) 564-3121,Prairie Agriculture Co,Toronto,ON,CA,M2M 4V8,"Priority_A, Canada, Agriculture","Industry: Agriculture, Province: Ontario",Canada_Business_Directory
Jean,Bouchard,jean.bouchard@quebecmanufacturing.ca,+1 (343) 600-9464,Quebec Manufacturing,London,ON,CA,K6K 8Z9,"Priority_C, Canada, Manufacturing","Industry: Manufacturing, Province: Ontario",Canada_Business_Directory
