First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Jacob,Carter,jacob.carter@exprealty.com,(941) 834-4826,Vylla Home,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 19 years, Transactions: 24, Volume: $10,778,755",CREAM_RealEstate
Angela,Patel,patel.angela@hotmail.com,(310) 535-5049,Sotheby's,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 21 years, Transactions: 29, Volume: $14,208,802",CREAM_RealEstate
Emily,Peterson,peterson.emily@compass.com,(903) 426-8353,Nest Seekers,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 7 years, Transactions: 20, Volume: $4,239,891",CREAM_RealEstate
Justin,Lopez,jlopez@coldwellbanker.com,(832) 531-7772,Weichert,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 10 years, Transactions: 24, Volume: $3,193,279",CREAM_RealEstate
Edward,Myers,edward.myers@berkshirehathawayhs.com,(270) 787-6570,Ryan Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 1 years, Transactions: 4, Volume: $244,256",CREAM_RealEstate
Larry,Gray,larryg@weichert.com,(602) 614-4444,Pulte Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 21 years, Transactions: 35, Volume: $1,759,157",CREAM_RealEstate
William,James,william33@kw.com,(405) 760-9338,Century Communities,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 3 years, Transactions: 6, Volume: $1,004,731",CREAM_RealEstate
Jonathan,Rogers,jonathan.rogers@redfin.com,(684) 960-7604,D.R. Horton,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 23 years, Transactions: 31, Volume: $11,163,613",CREAM_RealEstate
Steven,Cox,steven.cox@remax.net,(312) 845-2351,Tri Pointe Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 16 years, Transactions: 34, Volume: $5,040,298",CREAM_RealEstate
Anna,Jackson,anna74@remax.net,(208) 234-1582,Pulte Homes,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 13 years, Transactions: 35, Volume: $5,570,386",CREAM_RealEstate
Jerry,Smith,jerry.smith@gmail.com,(973) 367-2382,Lennar,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 20 years, Transactions: 22, Volume: $14,067,948",CREAM_RealEstate
George,Kim,george.kim@kw.com,(347) 237-2200,Better Homes & Gardens,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 23 years, Transactions: 31, Volume: $2,801,965",CREAM_RealEstate
Samantha,Green,sgreen@century21.com,(770) 791-2504,Beazer Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 7 years, Transactions: 36, Volume: $9,954,462",CREAM_RealEstate
Jessica,White,jessicaw@realtyonegroup.com,(564) 354-6447,Compass,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 9 years, Transactions: 41, Volume: $9,940,039",CREAM_RealEstate
Elizabeth,Alvarez,ealvarez@century21.com,(662) 282-7511,Lennar,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 19 years, Transactions: 19, Volume: $7,046,759",CREAM_RealEstate
Michael,Cruz,mcruz@remax.net,(501) 545-4554,The Agency,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 15 years, Transactions: 30, Volume: $3,881,246",CREAM_RealEstate
Andrew,Roberts,andrew.roberts@sothebysrealty.com,(657) 424-7685,CalAtlantic Homes,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 11 years, Transactions: 36, Volume: $3,666,067",CREAM_RealEstate
Margaret,Chavez,mchavez@berkshirehathawayhs.com,(928) 595-7204,Tri Pointe Homes,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 9 years, Transactions: 29, Volume: $8,760,776",CREAM_RealEstate
Jeffrey,Sanchez,sanchez.jeffrey@century21.com,(909) 923-2711,Vylla Home,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 9 years, Transactions: 46, Volume: $13,041,537",CREAM_RealEstate
Susan,Johnson,sjohnson@coldwellbanker.com,(334) 426-1519,ERA,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 10 years, Transactions: 36, Volume: $12,591,236",CREAM_RealEstate
Sharon,Jackson,jackson.sharon@century21.com,(912) 762-2689,Taylor Morrison,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 6 years, Transactions: 14, Volume: $9,670,698",CREAM_RealEstate
David,Torres,david.torres@realtyonegroup.com,(980) 471-8617,Ryan Homes,New Orleans,LA,"Priority_C, CREAM, RealEstate","Experience: 7 years, Transactions: 45, Volume: $9,271,249",CREAM_RealEstate
Elizabeth,Richardson,elizabeth74@compass.com,(818) 311-3665,D.R. Horton,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 4 years, Transactions: 10, Volume: $1,178,066",CREAM_RealEstate
Shirley,Thompson,shirleyt@outlook.com,(251) 894-1738,Keller Williams,Baton Rouge,LA,"Priority_C, CREAM, RealEstate","Experience: 16 years, Transactions: 42, Volume: $7,587,370",CREAM_RealEstate
