First Name,Last Name,Email,Phone,Company,City,State,Tags,Notes,Source
Timothy,Sanders,tsanders@homesmart.com,(570) 623-9768,Realty One Group,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 2 years, Transactions: 7, Volume: $1,793,443",CREAM_RealEstate
Nicholas,Hughes,hughes.nicholas@elliman.com,(970) 797-3962,Toll Brothers,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 11 years, Transactions: 11, Volume: $14,388,408",CREAM_RealEstate
Robert,Hall,roberth@realtyonegroup.com,(901) 398-2590,Ryan Homes,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 24 years, Transactions: 14, Volume: $5,675,144",CREAM_RealEstate
Rebecca,Howard,rebeccah@remax.net,(409) 661-2052,M/I Homes,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 7 years, Transactions: 14, Volume: $10,903,080",CREAM_RealEstate
Christopher,Perez,christopher.perez@compass.com,(220) 892-5668,Beazer Homes,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 19 years, Transactions: 50, Volume: $13,123,242",CREAM_RealEstate
Kevin,Wilson,kevin.wilson@remax.net,(626) 648-1638,NVR,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 12 years, Transactions: 37, Volume: $8,577,582",CREAM_RealEstate
Ruth,Lopez,rlopez@realtyonegroup.com,(360) 562-4142,Sotheby's,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 3 years, Transactions: 3, Volume: $1,774,281",CREAM_RealEstate
Nicole,Rivera,nicole.rivera@sothebysrealty.com,(770) 979-6893,Better Homes & Gardens,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 0 years, Transactions: 2, Volume: $91,108",CREAM_RealEstate
Edward,Clark,edwardc@redfin.com,(724) 256-4390,United Real Estate,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 6 years, Transactions: 40, Volume: $3,996,954",CREAM_RealEstate
Cynthia,Scott,scott.cynthia@outlook.com,(239) 454-2986,Realty One Group,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 23 years, Transactions: 36, Volume: $13,519,100",CREAM_RealEstate
Christopher,Cruz,cruz.christopher@elliman.com,(572) 379-4244,United Real Estate,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 21 years, Transactions: 43, Volume: $3,632,899",CREAM_RealEstate
Cynthia,Nguyen,cynthia46@realtyonegroup.com,(706) 794-3562,United Real Estate,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 12 years, Transactions: 15, Volume: $8,578,185",CREAM_RealEstate
Nancy,Mitchell,mitchell.nancy@remax.net,(402) 453-7667,CalAtlantic Homes,Raleigh,NC,"Priority_B, CREAM, RealEstate","Experience: 11 years, Transactions: 36, Volume: $2,247,811",CREAM_RealEstate
Kathleen,Ward,kathleenw@realtyonegroup.com,(407) 979-8538,Zillow Premier,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 2 years, Transactions: 7, Volume: $1,854,121",CREAM_RealEstate
Jennifer,Flores,jennifer95@elliman.com,(727) 310-1899,Realty One Group,Charlotte,NC,"Priority_A, CREAM, RealEstate","Experience: 21 years, Transactions: 13, Volume: $6,235,745",CREAM_RealEstate
