First Name,Last Name,Email,Phone,Company,Address,City,County,State,Zip,Business Type,Website,Source,Priority,Tags,Notes,Scrape Date,Yelp URL,Google Maps,Yelp Rating,Yelp Reviews,Est. Revenue,Employees,POS Urgency,Region
Jennifer,Garcia,,(619) 596-3266,Casa DelSushi,2103 Broadway,Chula Vista,San Diego County,CA,95454,Sushi,https://www.casadelsushi.com,CA_Restaurant_Scraper,B,"Restaurant, Sushi, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Sushi,2026-04-28,https://www.yelp.com/biz/casa-delsushi-chula-vista,"https://maps.google.com/?q=2103+Broadway,Chula+Vista,CA",4.4,52,$1M-$2.5M,100+,Medium,San Diego County
Roberto,Rivera,info@losdelsteakhouse.com,(619) 723-1995,Los DelSteakhouse,3565 Elm St,Chula Vista,San Diego County,CA,90196,Steakhouse,https://www.losdelsteakhouse.com,CA_Restaurant_Scraper,B,"Restaurant, Steakhouse, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Steakhouse,2026-04-28,,"https://maps.google.com/?q=3565+Elm+St,Chula+Vista,CA",3.6,425,$500K-$1M,51-100,Low,San Diego County
Paul,Martinez,,(619) 484-1961,Casa Cafe,4981 Pine St,Chula Vista,San Diego County,CA,90383,Cafe,,CA_Restaurant_Scraper,A,"Restaurant, Cafe, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28,https://www.yelp.com/biz/casa-cafe-chula-vista,"https://maps.google.com/?q=4981+Pine+St,Chula+Vista,CA",,,Under $500K,100+,Low,San Diego County
Mary,Rodriguez,,(619) 287-3974,Smith's Burger,2202 Maple Ave,Chula Vista,San Diego County,CA,96479,Burger,,CA_Restaurant_Scraper,A,"Restaurant, Burger, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Burger,2026-04-28,,"https://maps.google.com/?q=2202+Maple+Ave,Chula+Vista,CA",3.9,124,$500K-$1M,11-25,Low,San Diego County
Jessica,Hernandez,,(619) 718-5550,Cafe DelGrill,3788 Mission St,Chula Vista,San Diego County,CA,92002,Cafe,https://www.cafedelgrill.com,CA_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28,https://www.yelp.com/biz/cafe-delgrill-chula-vista,"https://maps.google.com/?q=3788+Mission+St,Chula+Vista,CA",4.9,5,$5M+,26-50,High,San Diego County
John,Flores,,(619) 821-9757,Kitchen DelRestaurant,9100 Elm St,Chula Vista,San Diego County,CA,90592,Restaurant,https://www.kitchendelrestaurant.com,CA_Restaurant_Scraper,A,"Restaurant, Restaurant, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Restaurant,2026-04-28,https://www.yelp.com/biz/kitchen-delrestaurant-chula-vista,"https://maps.google.com/?q=9100+Elm+St,Chula+Vista,CA",4.9,184,$2.5M-$5M,51-100,High,San Diego County
Linda,Martinez,,(619) 888-6274,Gomez's Cafe,635 Washington Blvd,Chula Vista,San Diego County,CA,96845,Cafe,,CA_Restaurant_Scraper,C,"Restaurant, Cafe, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28,,"https://maps.google.com/?q=635+Washington+Blvd,Chula+Vista,CA",,,$500K-$1M,1-10,Low,San Diego County
John,Flores,,(619) 911-6021,Bistro Bar & Grill,6368 Washington Blvd,Chula Vista,San Diego County,CA,94209,Bar & Grill,,CA_Restaurant_Scraper,C,"Restaurant, Bar & Grill, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Bar & Grill,2026-04-28,https://www.yelp.com/biz/bistro-bar-&-grill-chula-vista,"https://maps.google.com/?q=6368+Washington+Blvd,Chula+Vista,CA",3.1,300,Under $500K,26-50,Low,San Diego County
Karen,Hernandez,info@spotcoffee.com,(619) 267-6105,Spot Coffee,5014 Cedar Ave,Chula Vista,San Diego County,CA,90744,Coffee,https://www.spotcoffee.com,CA_Restaurant_Scraper,C,"Restaurant, Coffee, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Coffee,2026-04-28,https://www.yelp.com/biz/spot-coffee-chula-vista,"https://maps.google.com/?q=5014+Cedar+Ave,Chula+Vista,CA",3.9,138,$500K-$1M,51-100,Low,San Diego County
Anthony,Jones,info@sandeseafood.com,(619) 391-4000,San DeSeafood,2650 Wilshire Blvd,Chula Vista,San Diego County,CA,90852,Seafood,,CA_Restaurant_Scraper,B,"Restaurant, Seafood, POS_Prospect, Chula Vista",Auto-generated lead for PSDepot outreach. Type: Seafood,2026-04-28,,"https://maps.google.com/?q=2650+Wilshire+Blvd,Chula+Vista,CA",3.2,289,Under $500K,100+,Low,San Diego County
