First Name,Last Name,Email,Phone,Company,Address,City,County,State,Zip,Business Type,Website,Source,Priority,Tags,Notes,Scrape Date,Yelp URL,Google Maps,Yelp Rating,Yelp Reviews,Est. Revenue,Employees,POS Urgency,Region
Steven,Johnson,info@spotdeburritos.com,(424) 720-4793,Spot DeBurritos,2010 Broadway,Santa Monica,Los Angeles County,CA,91798,Burritos,,CA_Restaurant_Scraper,C,"Restaurant, Burritos, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Burritos,2026-04-28,https://www.yelp.com/biz/spot-deburritos-santa-monica,"https://maps.google.com/?q=2010+Broadway,Santa+Monica,CA",4.1,484,$500K-$1M,1-10,Low,Los Angeles County
Richard,Martinez,,(310) 592-6512,Kitchen Grill,8535 Pico Blvd,Santa Monica,Los Angeles County,CA,91037,Kitchen,,CA_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28,https://www.yelp.com/biz/kitchen-grill-santa-monica,"https://maps.google.com/?q=8535+Pico+Blvd,Santa+Monica,CA",3.3,47,$500K-$1M,1-10,Low,Los Angeles County
Christopher,Torres,info@reddelkitchen.com,(424) 273-6313,Red DelKitchen,1353 Oak St,Santa Monica,Los Angeles County,CA,94778,Kitchen,https://www.reddelkitchen.com,CA_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28,https://www.yelp.com/biz/red-delkitchen-santa-monica,"https://maps.google.com/?q=1353+Oak+St,Santa+Monica,CA",3.1,111,$2.5M-$5M,100+,High,Los Angeles County
Matthew,Hernandez,info@bluedeltacos.com,(310) 625-8535,Blue DelTacos,8325 First St,Santa Monica,Los Angeles County,CA,90368,Tacos,,CA_Restaurant_Scraper,B,"Restaurant, Tacos, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Tacos,2026-04-28,https://www.yelp.com/biz/blue-deltacos-santa-monica,"https://maps.google.com/?q=8325+First+St,Santa+Monica,CA",3.7,325,$500K-$1M,11-25,Low,Los Angeles County
Richard,Perez,info@bigburritos.com,(310) 555-2751,Big Burritos,6663 Third St,Santa Monica,Los Angeles County,CA,93114,Burritos,,CA_Restaurant_Scraper,C,"Restaurant, Burritos, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Burritos,2026-04-28,,"https://maps.google.com/?q=6663+Third+St,Santa+Monica,CA",,,$2.5M-$5M,11-25,High,Los Angeles County
Barbara,Garcia,,(310) 271-3492,Green DeKitchen,9318 Sunset Blvd,Santa Monica,Los Angeles County,CA,96362,Kitchen,,CA_Restaurant_Scraper,B,"Restaurant, Kitchen, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28,https://www.yelp.com/biz/green-dekitchen-santa-monica,"https://maps.google.com/?q=9318+Sunset+Blvd,Santa+Monica,CA",3.5,120,$1M-$2.5M,1-10,Medium,Los Angeles County
David,Smith,,(310) 405-1417,House Cafe,7166 Pico Blvd,Santa Monica,Los Angeles County,CA,95432,Cafe,https://www.housecafe.com,CA_Restaurant_Scraper,A,"Restaurant, Cafe, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28,https://www.yelp.com/biz/house-cafe-santa-monica,"https://maps.google.com/?q=7166+Pico+Blvd,Santa+Monica,CA",3.2,430,$500K-$1M,51-100,Low,Los Angeles County
Roberto,Johnson,info@goldensteakhouse.com,(310) 562-1577,Golden Steakhouse,8285 Washington Blvd,Santa Monica,Los Angeles County,CA,93066,Steakhouse,,CA_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Steakhouse,2026-04-28,https://www.yelp.com/biz/golden-steakhouse-santa-monica,"https://maps.google.com/?q=8285+Washington+Blvd,Santa+Monica,CA",,,Under $500K,11-25,Low,Los Angeles County
Michael,Rivera,,(310) 803-8012,Little BBQ,878 Ocean Ave,Santa Monica,Los Angeles County,CA,91474,BBQ,,CA_Restaurant_Scraper,C,"Restaurant, BBQ, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: BBQ,2026-04-28,https://www.yelp.com/biz/little-bbq-santa-monica,"https://maps.google.com/?q=878+Ocean+Ave,Santa+Monica,CA",,,$5M+,100+,High,Los Angeles County
Luis,Rodriguez,,(310) 709-2432,Kitchen DelBistro,7021 Maple Ave,Santa Monica,Los Angeles County,CA,96806,Kitchen,https://www.kitchendelbistro.com,CA_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, Santa Monica",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28,https://www.yelp.com/biz/kitchen-delbistro-santa-monica,"https://maps.google.com/?q=7021+Maple+Ave,Santa+Monica,CA",4.5,185,Under $500K,1-10,Low,Los Angeles County
