First Name,Last Name,Email,Phone,Company,City,County,State,Country,Priority,Email_Valid,Tags,Notes,Source,Postal Code,SOS_Business_ID,SOS_Registration_Date,SOS_Status,County_Registry_ID,License_Type,License_Status,Data_Source,Integration_Date
Patricia,Davis,patricia.davis@example.com,+1 (837) 154-1097,Davis Professional Services,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Professional Services","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Richard,Garcia,richard.garcia@example.com,+1 (729) 539-3196,Garcia Real Estate,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Real Estate","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Karen,Brown,karen.brown@example.com,+1 (989) 840-1320,Brown Technology,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Technology","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Jennifer,Smith,jennifer.smith@example.com,+1 (269) 345-3920,Smith Healthcare,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Healthcare","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Jennifer,Miller,jennifer.miller@example.com,+1 (646) 630-7400,Miller Technology,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Technology","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Linda,Brown,linda.brown@example.com,+1 (918) 183-5524,Brown Professional Services,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Professional Services","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,SOS-MO-57659,2024-03-19,Active,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Barbara,Rodriguez,barbara.rodriguez@example.com,+1 (748) 774-8077,Rodriguez Education,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Education","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,SOS-MO-61542,2021-10-12,Inactive,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
James,Johnson,james.johnson@example.com,+1 (617) 991-5132,Johnson Healthcare,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Healthcare","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Joseph,Smith,joseph.smith@example.com,+1 (315) 825-6994,Smith Hospitality,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Hospitality","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Mary,Garcia,mary.garcia@example.com,+1 (673) 901-5238,Garcia Healthcare,Kansas City,Jackson County,MO,US,C,Yes,"County_Lead, Healthcare","Pop: 717,000, Seat: Kansas City",County_Aware_Scraper,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Scott,Howard,scott64@gmail.com,(315) 835-3394,NVR,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 37, Volume: $10,437,538",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Emily,Thomas,emilyt@hotmail.com,(703) 649-3286,RE/MAX,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 5 years, Transactions: 41, Volume: $9,310,391",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Jonathan,Gutierrez,jonathan76@elliman.com,(615) 678-1793,Lennar,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 4 years, Transactions: 8, Volume: $1,877,797",CREAM_RealEstate,,SOS-MO-35840,2011-03-08,Inactive,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Nancy,Price,nancyp@kw.com,(570) 660-1571,Nest Seekers,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 23, Volume: $10,754,846",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Andrew,Lee,andrewl@coldwellbanker.com,(315) 710-4519,Zillow Premier,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 5, Volume: $177,256",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Nicole,Ward,nward@homesmart.com,(623) 725-1568,Beazer Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 49, Volume: $3,021,052",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Lisa,Cooper,lisa.cooper@kw.com,(434) 272-6705,Meritage Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 20 years, Transactions: 47, Volume: $12,114,157",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Edward,Brown,edward15@gmail.com,(301) 454-6833,United Real Estate,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 35, Volume: $11,491,125",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Kathleen,Cruz,kathleen.cruz@coldwellbanker.com,(910) 208-4472,CalAtlantic Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 25, Volume: $1,606,263",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
George,Kim,george85@homesmart.com,(430) 397-4468,Meritage Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 36, Volume: $4,800,263",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Anna,Brown,brown.anna@realtyonegroup.com,(321) 882-7677,KB Home,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 13, Volume: $1,654,305",CREAM_RealEstate,,SOS-MO-67467,2010-04-16,Inactive,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Emily,Allen,emily.allen@elliman.com,(320) 958-6688,Berkshire Hathaway,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 27, Volume: $12,089,135",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Ashley,Morales,morales.ashley@coldwellbanker.com,(650) 478-8099,Vylla Home,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 4, Volume: $1,076,590",CREAM_RealEstate,,SOS-MO-93256,2011-05-20,Active,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Donald,Cox,donald92@remax.net,(254) 327-2423,Vylla Home,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 33, Volume: $3,191,345",CREAM_RealEstate,,N/A,N/A,N/A,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
Eric,Patel,epatel@outlook.com,(301) 292-5579,Keller Williams,St. Louis,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 11, Volume: $1,619,933",CREAM_RealEstate,,SOS-MO-53122,2012-08-23,Inactive,N/A,N/A,N/A,Multi-Source (County + SOS + Registry),2026-03-31
