First Name,Last Name,Email,Phone,Company,Address,City,County,State,Zip,Business Type,Website,Source,Priority,Tags,Notes,Scrape Date
Matthew,Martinez,info@hernandezsbistro.com,(818) 673-3752,Hernandez's Bistro,7469 Market St,Los Angeles,Los Angeles County,CA,93779,Bistro,,CA_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bistro,2026-04-28
Barbara,Martinez,,(626) 313-1556,Cafe Pizza,3415 Oak St,Los Angeles,Los Angeles County,CA,94770,Cafe,,CA_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28
John,Rodriguez,,(424) 973-4996,Las DeBurger,9706 Jefferson St,Los Angeles,Los Angeles County,CA,96597,Burger,,CA_Restaurant_Scraper,B,"Restaurant, Burger, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Burger,2026-04-28
Luis,Hernandez,,(310) 578-3715,Kitchen Grill,9960 Market St,Los Angeles,Los Angeles County,CA,93263,Kitchen,https://www.kitchengrill.com,CA_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28
Ana,Lopez,info@sandelcafe.com,(626) 899-7908,San DelCafe,7816 Sunset Blvd,Los Angeles,Los Angeles County,CA,95580,Cafe,https://www.sandelcafe.com,CA_Restaurant_Scraper,C,"Restaurant, Cafe, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28
Elizabeth,Gonzalez,,(818) 544-7851,Big DeBar & Grill,6579 Cedar Ave,Los Angeles,Los Angeles County,CA,95905,Bar & Grill,,CA_Restaurant_Scraper,A,"Restaurant, Bar & Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bar & Grill,2026-04-28
David,Smith,,(818) 968-7038,Martinez's Kitchen,5489 Maple Ave,Los Angeles,Los Angeles County,CA,91807,Kitchen,,CA_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28
Susan,Hernandez,,(818) 536-1997,Big DelPizza,5942 Hollywood Blvd,Los Angeles,Los Angeles County,CA,95091,Pizza,,CA_Restaurant_Scraper,B,"Restaurant, Pizza, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Pizza,2026-04-28
Elizabeth,Sanchez,,(323) 988-3338,Green Coffee,6011 Broadway,Los Angeles,Los Angeles County,CA,96938,Coffee,,CA_Restaurant_Scraper,C,"Restaurant, Coffee, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Coffee,2026-04-28
Karen,Hernandez,,(310) 333-9438,The Bar & Grill,5048 Jefferson St,Los Angeles,Los Angeles County,CA,95085,Bar & Grill,,CA_Restaurant_Scraper,C,"Restaurant, Bar & Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bar & Grill,2026-04-28
Betty,Martinez,,(310) 226-1054,Rivera's Steakhouse,3789 Market St,Los Angeles,Los Angeles County,CA,93769,Steakhouse,,CA_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Steakhouse,2026-04-28
James,Smith,,(818) 587-9535,Red BBQ,1920 Cedar Ave,Los Angeles,Los Angeles County,CA,92727,BBQ,,CA_Restaurant_Scraper,A,"Restaurant, BBQ, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: BBQ,2026-04-28
William,Garcia,,(626) 681-2492,Grill Seafood,7919 Mission St,Los Angeles,Los Angeles County,CA,92153,Grill,,CA_Restaurant_Scraper,A,"Restaurant, Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Grill,2026-04-28
Luis,Miller,,(626) 821-5067,House BBQ,7818 Pine St,Los Angeles,Los Angeles County,CA,90925,BBQ,,CA_Restaurant_Scraper,A,"Restaurant, BBQ, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: BBQ,2026-04-28
Jennifer,Smith,,(323) 395-4279,Spot DelSteakhouse,4028 Ocean Ave,Los Angeles,Los Angeles County,CA,90727,Steakhouse,,CA_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Steakhouse,2026-04-28
Christopher,Sanchez,,(310) 798-9668,Grill Tacos,7824 Jefferson St,Los Angeles,Los Angeles County,CA,90997,Grill,https://www.grilltacos.com,CA_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Grill,2026-04-28
Betty,Smith,,(818) 897-7922,The DelGrill,3170 Third St,Los Angeles,Los Angeles County,CA,96617,Grill,,CA_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Grill,2026-04-28
Luis,Miller,info@rodriguezsseafood.com,(323) 766-4781,Rodriguez's Seafood,817 First St,Los Angeles,Los Angeles County,CA,92681,Seafood,,CA_Restaurant_Scraper,B,"Restaurant, Seafood, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Seafood,2026-04-28
Jessica,Torres,,(213) 240-2290,Spot DelBurritos,1177 Oak St,Los Angeles,Los Angeles County,CA,95751,Burritos,https://www.spotdelburritos.com,CA_Restaurant_Scraper,B,"Restaurant, Burritos, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Burritos,2026-04-28
Anthony,Miller,,(424) 729-6399,Big DelSushi,4527 Wilshire Blvd,Los Angeles,Los Angeles County,CA,91156,Sushi,https://www.bigdelsushi.com,CA_Restaurant_Scraper,A,"Restaurant, Sushi, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Sushi,2026-04-28
William,Lopez,,(213) 800-9623,The Cafe,2877 Jefferson St,Los Angeles,Los Angeles County,CA,94025,Cafe,,CA_Restaurant_Scraper,B,"Restaurant, Cafe, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Cafe,2026-04-28
Barbara,Rodriguez,info@reddeleatery.com,(323) 238-7088,Red DelEatery,8080 Wilshire Blvd,Los Angeles,Los Angeles County,CA,96117,Eatery,https://www.reddeleatery.com,CA_Restaurant_Scraper,A,"Restaurant, Eatery, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Eatery,2026-04-28
Carlos,Johnson,,(323) 970-5814,La DelBistro,3492 Third St,Los Angeles,Los Angeles County,CA,96476,Bistro,,CA_Restaurant_Scraper,B,"Restaurant, Bistro, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bistro,2026-04-28
Paul,Rodriguez,info@spotdeltacos.com,(424) 533-9388,Spot DelTacos,5290 Jefferson St,Los Angeles,Los Angeles County,CA,95354,Tacos,,CA_Restaurant_Scraper,A,"Restaurant, Tacos, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Tacos,2026-04-28
Linda,Sanchez,info@bistrodetacos.com,(323) 878-8714,Bistro DeTacos,9134 Pico Blvd,Los Angeles,Los Angeles County,CA,93647,Bistro,,CA_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bistro,2026-04-28
Elizabeth,Perez,,(213) 711-8057,Miller's Coffee,8526 Main St,Los Angeles,Los Angeles County,CA,96444,Coffee,,CA_Restaurant_Scraper,C,"Restaurant, Coffee, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Coffee,2026-04-28
Richard,Garcia,info@brownsbistro.com,(818) 582-5836,Brown's Bistro,1032 Market St,Los Angeles,Los Angeles County,CA,94958,Bistro,,CA_Restaurant_Scraper,C,"Restaurant, Bistro, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bistro,2026-04-28
Ana,Lopez,,(310) 422-2158,Lopez's Eatery,1374 Second St,Los Angeles,Los Angeles County,CA,93924,Eatery,https://www.lopezseatery.com,CA_Restaurant_Scraper,B,"Restaurant, Eatery, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Eatery,2026-04-28
Karen,Rodriguez,info@davisskitchen.com,(818) 969-4436,Davis's Kitchen,4894 Third St,Los Angeles,Los Angeles County,CA,91859,Kitchen,https://www.davisskitchen.com,CA_Restaurant_Scraper,C,"Restaurant, Kitchen, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28
William,Garcia,,(626) 596-5283,Grill Burger,5447 Market St,Los Angeles,Los Angeles County,CA,95846,Burger,,CA_Restaurant_Scraper,A,"Restaurant, Burger, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Burger,2026-04-28
Margaret,Gonzalez,,(323) 813-7567,Sanchez's Tacos,8987 Main St,Los Angeles,Los Angeles County,CA,93394,Tacos,,CA_Restaurant_Scraper,A,"Restaurant, Tacos, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Tacos,2026-04-28
Roberto,Lopez,info@millerstaqueria.com,(424) 486-1839,Miller's Taqueria,6024 Pine St,Los Angeles,Los Angeles County,CA,95063,Taqueria,,CA_Restaurant_Scraper,A,"Restaurant, Taqueria, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Taqueria,2026-04-28
Mary,Hernandez,info@spotbarandgrill.com,(310) 761-4827,Spot Bar & Grill,2912 Mission St,Los Angeles,Los Angeles County,CA,92375,Bar & Grill,https://www.spotbarandgrill.com,CA_Restaurant_Scraper,B,"Restaurant, Bar & Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Bar & Grill,2026-04-28
Nancy,Gomez,,(310) 240-9674,Santa Kitchen,4123 Main St,Los Angeles,Los Angeles County,CA,93194,Kitchen,,CA_Restaurant_Scraper,B,"Restaurant, Kitchen, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28
Margaret,Sanchez,,(818) 775-5927,El DelSteakhouse,5649 Elm St,Los Angeles,Los Angeles County,CA,94988,Steakhouse,,CA_Restaurant_Scraper,A,"Restaurant, Steakhouse, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Steakhouse,2026-04-28
Anthony,Smith,,(818) 334-4894,Casa Grill,6428 Washington Blvd,Los Angeles,Los Angeles County,CA,91004,Grill,,CA_Restaurant_Scraper,C,"Restaurant, Grill, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Grill,2026-04-28
Jessica,Rodriguez,,(424) 630-4147,Red DelRestaurant,6957 Market St,Los Angeles,Los Angeles County,CA,91066,Restaurant,,CA_Restaurant_Scraper,A,"Restaurant, Restaurant, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Restaurant,2026-04-28
Jessica,Lopez,,(424) 731-6406,Rodriguez's Burritos,2912 Elm St,Los Angeles,Los Angeles County,CA,92815,Burritos,,CA_Restaurant_Scraper,A,"Restaurant, Burritos, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Burritos,2026-04-28
Steven,Hernandez,,(626) 428-5039,The Kitchen,6337 Elm St,Los Angeles,Los Angeles County,CA,92233,Kitchen,,CA_Restaurant_Scraper,A,"Restaurant, Kitchen, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Kitchen,2026-04-28
Anthony,Rivera,,(626) 576-7025,Little DelRestaurant,8007 Main St,Los Angeles,Los Angeles County,CA,93630,Restaurant,,CA_Restaurant_Scraper,A,"Restaurant, Restaurant, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Restaurant,2026-04-28
Betty,Johnson,,(213) 299-5619,Golden Sushi,2561 First St,Los Angeles,Los Angeles County,CA,93396,Sushi,,CA_Restaurant_Scraper,C,"Restaurant, Sushi, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Sushi,2026-04-28
Michael,Martinez,,(213) 374-8811,Green Diner,3367 Third St,Los Angeles,Los Angeles County,CA,91155,Diner,,CA_Restaurant_Scraper,C,"Restaurant, Diner, POS_Prospect, Los Angeles",Auto-generated lead for PSDepot outreach. Type: Diner,2026-04-28
